id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,InfoCore Size,Arakyd Vocabulator Model,Axial Piston Model,Nanochip Model,Astrogation Buffer Length,Sonoreceptors,Repulsorlift Motor HP,Cranial Uplink Bandwidth,Polarity Sinks,AutoTerrain Tread Count,Productivity
66,Wallwaller Boterson,99.0,65.92035648485627,62.24733765410436,59.24100937804876,56.84405424064847,55.001581261695165,53.66108422855551,52.772400027913335,52.28766697751197,52.161283157896435,52.349864744155795,52.812204337665314,53.50922929782881,54.40396007382081,55.46146853632893,56.64883630929602,57.93511310166256,59.29127503910874,60.69018299579688,62.10654092611362,63.516854196412154,64.89938791675459,66.23412527265404,67.50272585681714,68.68848400088598,69.77628710718065,70.75257398044137,71.60529315957072,72.32386124937601,72.89912125231145,73.32330090022043,73.58997098607777,73.69400369573209,73.63153093964783,73.39990268464777,72.99764528565508,72.42441981743588,71.68098040634102,70.76913256204882,69.69169150930702,68.45244051967518,67.05608924326692,65.50823204049216,63.815306313799525,61.98455083941804,60.023964099100226,57.94226261186388,55.74883926573426,53.453721649486695,51.06753038438845,48.60143745594121,46.06712454562323,43.47674136263222,40.842863975626194,38.17845314446699,35.49681265196254,32.8115476356078,30.136522919329035,27.48582134522422,24.873702105305906,22.314559073244332,19.82287913610865,17.4132005261093,15.10007115234043,12.898006932523185,10.82145012474529,8.884727659206746,7.1020094699591185,5.487266826650057,4.054230666263424,2.81634992486362,1.7867498693361454,0.978190429131017,0.4030245280051837,0.07315641576299572,0.0,0.19443717784582049,0.6667761677045138,1.4267098409978152,2.4832740539087594,3.8448059791204408,5.518902437561122,7.512378230147975,9.831224469522969,12.480566911802802,15.464624288317255,18.78666663734863,22.44897363588124,26.452792931339047,30.798298473325342,35.48454884537129,40.509445596674716,45.869691573841315,51.56074925262924,57.576799069692576,63.910697754316914,70.55393666016869,77.49660009703754,84.72732366257074,92.2332525740234,100.0,-11.253475398059962,model B,zeta,v0.5,1.372251410519242,-1.304417428421372,0.31985625700195136,-0.34636862044765127,86.0,59.0,-41.219730418404524
67,Waterminer Botsky,35.0,64.82978669309875,67.32864743999073,69.67675489048531,71.87404044091006,73.92057624071,75.81657519244771,77.56239095180337,79.15851792757462,80.60559128167672,81.90438692914246,83.05582153812212,84.06095252988362,84.92097807881235,85.63723711241128,86.21120931130093,86.64451510921934,86.93891569302212,87.09631300268241,87.11874973129092,87.00840932505585,86.76761598330303,86.39883465847579,85.90467105613499,85.28787163495905,84.55132360674395,83.69805493640324,82.73123434196792,81.65417129458665,80.47031601852554,79.18325949116833,77.79673344301625,76.31461035768811,74.74090347192023,73.07976677556651,71.33549501159835,69.51252367610479,67.61542901829229,65.64892804048496,63.61787849812439,61.52727889976979,59.38226850709779,57.18812733490272,54.950276151096354,52.674276476708016,50.365830585884616,48.03078150589065,45.675113017107996,43.30494965303626,40.92655670029249,38.546340198611325,36.170846940844946,33.80676447296305,31.46092109405288,29.140285856319288,26.851968565084594,24.603219778788713,22.401430808989087,20.254133720360727,18.16900133069615,16.15384721090546,14.216625685016263,12.365431830173744,10.608501476640642,8.954211207797231,7.411078360141285,5.9877610232882,4.693058039970872,3.535909006039785,2.5253942704628987,1.6707349353258256,0.9812928558315201,0.466570640300788,0.136211650171684,0.0,0.067860557458992,0.34985894333958145,0.8562015315499524,1.5972354491161411,2.583448576181577,3.8254695460073167,5.334067744971826,7.120153312571322,9.19477714141928,11.569130877247094,14.254546918903396,17.26249841835438,20.60459928068411,24.29260416409375,28.338408479902235,32.754048392546196,37.55170081957956,42.743683431673816,48.3424546526182,54.36061365931922,60.810900381801225,67.70619550320592,75.05952045979238,82.88403744093785,91.1930493891363,100.0,41.817349748107915,model B,zeta,v0.5,1.3474859144346567,-1.3666248237508276,0.1790754843693655,-0.24519401457691486,21.0,81.0,6.954155587888025
68,Excahauler Boterson,84.0,59.70718045968055,68.61325595276064,76.23197865382208,82.64192231548716,87.92054808501499,92.14407144974665,95.38733521497778,97.72368851425874,99.22487185212235,99.96090817923911,100.0,99.40843251252669,98.25048278110962,96.58833494107323,94.48200143606884,91.9892502877954,89.16553839814725,86.06395088378969,82.73514644316221,79.22730875590909,75.5861039147374,71.85464388970301,68.0734560249236,64.28045856771931,60.510942230181705,56.79755778316884,53.1703096827292,49.65655572895239,46.281012757247765,43.06576836205045,40.030298652954585,37.191492043275055,34.563679071035374,32.158668252384395,29.985787967439986,28.051934378560066,26.361625381041236,24.917060586245913,23.71818733715505,22.76277275635071,22.046481826423786,21.562961502812225,21.303930859062667,21.259277264524357,21.41715859446675,21.76411147262662,22.285165546182643,22.963963793155894,23.782888862241155,24.723195445061023,25.765148680852974,26.888168593579522,28.070980561467902,29.291771818977153,30.528353991193125,31.758331660649542,32.959276966578784,34.10891023658797,35.185286650762876,36.16698893820251,37.03332610597804,37.764538200516846,38.342007101423576,38.748473347715354,38.968258996498264,38.98749651405995,38.79436369939614,38.37932464016511,37.73537670106412,36.85830354463959,35.74693418452175,34.403408071086325,32.83344620954612,31.04662831046693,29.056675972716047,26.88174189883054,24.544705142820057,22.073472390397413,19.50128527162824,16.867033706018177,14.215575280022982,11.598060656983893,9.072265019496712,6.702925544202337,4.56208490900863,2.729440832737319,1.29270164720373,0.3479479017128896,0.0,0.36279186957729165,1.5597506635289395,3.7241824947219864,6.999664202448004,11.540441151485178,17.511831063605527,25.09063388149079,34.465547665082696,45.83759052036343,59.4205285605731,75.44130989982037,90.10413423623987,model B,zeta,v0.5,1.2576272552804821,-1.4196736601418152,0.12605681269963026,-0.11803880928768384,27.0,40.0,67.74965641141422
69,Pullborer Botchik II,37.0,74.61960221580757,77.3219353913563,79.70044116066481,81.7802550989788,83.58586943577433,85.14108311629948,86.46895486265127,87.59175923438796,88.53094568867643,89.30710063997508,89.93991251925192,90.44813983273791,90.84958222021568,91.16105451284348,91.39836379051434,91.57628943875086,91.70856620513473,91.80787025527208,91.88580822829377,91.95290929189119,92.01862019688718,92.0913033313423,92.17823777419643,92.28562334844571,92.4185876738545,92.58119621920305,92.77646535406998,93.00637840015057,93.27190468210983,93.57302157797128,93.9087395690407,94.27713028936536,94.67535757472855,95.0997115111793,95.5456454830973,96.00781622079353,96.48012684764558,96.95577292676869,97.4272915072221,97.8866131697502,98.32511707205977,98.73368899363163,99.10278238006826,99.42248238697641,99.68257292338494,99.87260669469816,99.9819782451845,100.0,99.91598130674758,99.7193104765714,99.39953982478657,98.94647371104435,98.3502595790319,97.60148199570826,96.69125969007499,95.61134559148248,94.35422986747113,92.91324596114825,91.28267962810014,89.45788097283898,87.4353794847859,85.21300207378845,82.78999410517433,80.16714343433875,77.34690744086954,74.33354306220538,71.13323982682981,67.75425588700197,64.20705705102012,60.504458815023334,56.66177139432506,52.69694775428634,48.6307346407194,44.486826609830366,40.29202305769647,36.076388249276334,31.873414346957862,27.720187438641414,23.657556565357233,19.730305748418413,15.987329016108106,12.481808429906044,9.271395110244269,6.418393261804105,3.989947198343872,2.0582313670646464,0.7006433725096112,0.0,0.04473623860633258,0.9291073036525195,2.753393658760291,5.624109037422212,9.654211464115406,14.963317274949569,21.677918137846987,29.93160107226191,39.86527146843418,51.62737910617473,65.37414717319297,81.2698042829537,-69.50167333957309,model E,alpha,windows 2000,1.1215370244099714,-1.110340782486342,0.026898117242572378,-0.07221002045740166,92.0,99.0,-100.0
70,Pullpulverizer Boterson I,62.0,34.12603399037993,43.02198367157543,51.14412290968121,58.52277999289722,65.18780025228291,71.16854606175716,76.49389683809828,81.19224904094409,85.29151617279186,88.8191287789983,91.80203444777958,94.26669781021138,96.23910054022876,97.74474135462631,98.80863601305808,99.45531731803747,99.70883511493751,99.59275629199055,99.13016478028852,98.34366155378265,97.25536462928382,95.88690906646227,94.2594469678476,92.39364747882908,90.30969678765527,88.02729812543433,85.56567176613379,82.94355502658061,80.1792022664613,77.29038488832181,74.29439133756746,71.20802710246316,68.0476147141332,64.82899374656131,61.567520816590815,58.27806958392431,54.975030751124045,51.67231206361157,48.383338309667934,45.1210513204337,41.897909969908866,38.72589017495291,35.616484895284714,32.58070413348259,29.62907493498448,26.771641388087648,24.0179646239489,21.377122816584286,18.857711182869625,16.46784198254007,14.215144518190066,12.106765135273864,10.149367222104818,8.34913120985602,6.711754572559885,5.2424518271082245,3.945954533252509,2.826511293603467,1.887887753631433,1.13336660166619,0.5657475688967688,0.18734742937203333,0.0,0.005056140548313006,0.2033837536438955,0.5953677847733143,1.180910222282669,1.959430097377195,2.9298634841217353,4.090663499440876,5.439800303118214,6.974761097796976,8.692550128980054,10.589688685029696,12.662215097167318,14.905684739474095,17.315170028890957,19.88526042521722,22.61006243111281,25.483199592096568,28.497812496547255,31.6465587757021,34.92161310365903,38.31466719737425,41.81692981666464,45.41912676420555,49.11150088553198,52.883812069038996,56.72533724598041,60.62487039046987,64.5707225194802,68.55072169284412,72.55221301325349,76.56205862625993,80.56663772027373,84.55184652656541,88.50309831926486,92.40532341536164,96.24296917470376,100.0,48.460244465611254,model D,beta,v1.0,1.6576088237844533,-1.6117507260726942,0.3408753614894458,-0.33253334902891574,98.0,38.0,-2.1354585918046496
71,Extradigger Botson Jr.,35.0,44.99335355471829,50.08862471316409,54.70209905746387,58.852328950219146,62.557595222076465,65.83590717172741,68.7050025659086,71.18234763940168,73.28513709503332,75.03029410367527,76.4344703042443,77.51404580370216,78.2851291770557,78.76355746735676,78.96489618570227,78.90443931123417,78.59720929113936,78.05795704064992,77.30116194304284,76.34103184964022,75.19150307980918,73.86624042096179,72.37863712855528,70.74181492609189,68.96862400511883,67.07164302522838,65.06317911405787,62.95526786728969,60.75967334865117,58.48788808991473,56.1511330908979,53.76035781946311,51.32624021151787,48.85918667101481,46.36933206995151,43.86653974837059,41.36040151435973,38.8602376440516,36.37509688162404,33.91375643929967,31.484721997346398,29.096227704077123,26.75623617584962,24.472438497066776,22.25225422017667,20.102831365672223,18.03104642209144,16.04350434601741,14.146538562078174,12.346210962946905,10.648311909341777,9.05836023002591,7.581603221807563,6.2230166495400905,4.9873047461216835,3.8789002124957914,2.901964217650549,2.060386398619626,1.357784860481443,0.7975061763592264,0.3826253874217098,0.11594600288253,0.0,0.03704782407781478,0.22907838846481138,0.5778090745545316,1.0846857317857157,1.7508826776419641,2.5773026976523226,3.5645770453905197,4.7130654424752585,6.022856078570828,7.493765611385802,9.125339166674307,10.916850338235221,12.867301187912815,14.975422245596054,17.239672509218995,19.658239444760607,22.22903898624536,24.949715535742417,27.817641963365773,30.82991960727502,33.98337827367465,37.27457623681346,40.69980023898631,44.25506549053226,47.936115669835885,51.73842292332692,55.657187865479465,59.68733957881357,63.82353561389357,68.06016198932888,72.39133319177505,76.81089217593046,81.3124103645408,85.88918764839573,90.53425238632941,95.24036140522273,100.0,79.89612853732652,model C,kappa,v1.5,1.8785968563370772,-1.8541729492147092,0.6547798738305959,-0.6077772503758938,71.0,0.0,30.126119267592223
72,Waterdigger Boterson,64.0,68.08039320742066,70.18612255881806,72.07913823412518,73.76489341725599,75.2488412921244,76.53643504264434,77.6331278527298,78.5443729062947,79.27562338725296,79.83233247951858,80.21995336700546,80.44393923362757,80.50974326329883,80.4228186399332,80.1886185474446,79.81259616974702,79.30020469075436,78.65689729438058,77.88812716453963,76.99934748514544,75.99601144011197,74.88357221335315,73.66748298878291,72.35319695031524,70.94616728186405,69.45184716734327,67.87568979066688,66.22314833574882,64.49967598650301,62.710725926843395,60.86175134068396,58.95820541193859,57.005541324521246,55.009212262345905,52.974671409326504,50.907371949376945,48.81276706641122,46.696309944343206,44.56345376708694,42.41965171855629,40.27035698266524,38.12102274332771,35.977102184457664,33.844048489969026,31.72731484377578,29.632354429791803,27.564620431931097,25.52956603410757,23.53264442023521,21.579308774227883,19.67501227999964,17.82520812146432,16.03534948253593,14.310889547128388,12.657281499155646,11.079978522531658,9.584433801170386,8.1761005189857,6.8604318598916105,5.642881007802035,4.528901146630907,3.523945460292213,2.633467132699889,1.8629193477678163,1.2177552894099994,0.7034281415403904,0.32539108807282885,0.08909731292143015,0.0,0.06355233322251606,0.285207496502956,0.6704186737552631,1.2246390488932775,1.9533218058311228,2.8619201284825966,3.9558872007616674,5.2406762065823385,6.721740329858545,8.404532754504102,10.294506664433175,12.397115243559483,14.717811675797146,17.262049145060015,20.035280835262054,23.042959930317274,26.290539614139448,29.783473070642607,33.527213483740844,37.52721403734785,41.78892791537773,46.31780830174447,51.11930838036181,56.19888133514381,61.56198035000455,67.21405860885773,73.16056929561738,79.40696559419764,85.95870068851212,92.82122776247492,100.0,64.00039732696726,model B,zeta,v0.5,1.4276814125504251,-1.4987581603567444,0.14905916734962799,-0.10708454468438461,15.0,10.0,41.75886454330588
73,Wallborer Boterson,43.0,49.68147449846357,54.55620990765677,59.1474779932186,63.46083414362836,67.50183374736535,71.27603219290887,74.78898486873828,78.04624716333285,81.05337446517186,83.81592216273468,86.33944564450057,88.62950029894886,90.69164151455884,92.53142467980985,94.15440518318115,95.56613841315209,96.77217975820196,97.77808460681008,98.58940834745573,99.21170636861825,99.65053405877693,99.91144680641108,100.0,99.92174902802303,99.68224927895943,99.28705614128855,98.74172500348966,98.0518112540421,97.22287028142517,96.26045747411818,95.1701282206004,93.9574379093512,92.62794192884984,91.18719566757562,89.64075451400792,87.99417385662598,86.2530090839091,84.42281558433665,82.50914874638792,80.51756395854215,78.45361660927873,76.32286208707694,74.13085578041606,71.88315307777543,69.58530936763435,67.24288003847215,64.86142047876811,62.44648607700148,60.00363222165171,57.538414301197996,55.056387704119636,52.56310781889606,50.06413003400646,47.56500973793013,45.07130231914648,42.588563166134804,40.12234766737428,37.67821121134433,35.26170918652431,32.87839698139336,30.53382998443091,28.233563584116304,25.983153168928673,23.788154127347603,21.654121847852085,19.586611718921603,17.591179129035503,15.673379466673024,13.83876812031347,12.092900478436057,10.441331929520265,8.88961786204541,7.443313664490621,6.107974725335377,4.88915643305891,3.7924141761404186,2.8233033430594983,1.987379322295179,1.2901975023268557,0.7373132716338466,0.3342820186955371,0.08665913199114887,0.0,0.0798600112013796,0.33179455407460573,0.7613590170990929,1.3741087887539278,2.1755992575185346,3.171385811872318,4.36702384029448,5.768068731264446,7.380075873261186,9.208600654764451,11.259198464253222,13.537424690207022,16.048834721105052,18.798983945426677,21.793427751650967,25.037721528257585,28.537420663725715,-96.2908961862176,model B,zeta,v0.5,1.3720078676010599,-1.1142211904493902,0.24273471097239724,-0.24837430901954208,39.0,34.0,54.25568294821434
74,Rockhauler Botberg,61.0,30.512245315061627,23.917858299848895,18.23726126247436,13.421181533952467,9.421412141072077,6.1908118063963125,3.6833049482626374,1.8538816807828846,0.6585978138431526,0.054574853103936394,0.0,0.4541261517404734,1.3772719013088248,2.7308215374628073,4.4772250447345385,6.579998103430422,9.00372208963129,11.714044075192174,14.677676827742545,17.862398810686127,21.23705418320099,24.771552800239597,28.436870212528664,32.20504766656919,36.04919210463669,39.943476164780805,43.863138180825615,47.78448218236957,51.68487789478529,55.542760739219865,59.33763183259458,63.05005798760528,66.66167171272195,70.15517121218893,73.51432038602485,76.72394883002283,79.76995183575018,82.63929039054858,85.31999117753402,87.80114657559686,90.07291465940172,92.12651919938762,93.9542496617679,95.54946120853018,96.90657469743643,98.02107668202297,98.88951941160065,99.5095208312539,99.8797645818426,100.0,99.87104211813418,99.49477166442755,98.87413506283639,98.01314443309215,96.91687759069953,95.59147804693868,94.04415500886294,92.28318337930097,90.31790375685537,88.15872243590273,85.81711140659496,83.30560835485684,80.63781666238873,77.82840540666471,74.8931093609334,71.84872899421761,68.71313047131457,65.50524565279648,62.24507209500797,58.953673050070456,55.65317746587716,52.36677998609829,49.11874095017644,45.93438639332866,42.84010804654817,39.86336333659946,37.03267538602449,34.37763301313691,31.928890732026765,29.718168752557244,27.77825298036624,26.142995016865882,24.847312159241973,23.927187400457015,23.419669429244404,23.36287263011445,23.79597708335077,24.759228565011636,26.293938546929418,28.44248419671052,31.248308377736933,34.755919649163644,39.010892265920496,44.05986617871103,49.950547034014754,56.7317061740833,64.45318063694388,73.16587315639892,82.92175216202345,93.77385177916797,90.97973972371489,model C,kappa,v1.5,1.7550103282804688,-1.6467316606358997,0.5065270121617678,-0.5293165069422062,95.0,57.0,-27.756477038305462
75,Extrawidget Botchik II,85.0,67.8263218484299,71.51754601075312,74.95664578067928,78.1488989465252,81.09958329660765,83.81397661924343,86.29735670274933,88.55500133544213,90.59218830563862,92.41419540165559,94.02630041180983,95.43378112441812,96.64191532779725,97.65598081026403,98.48125536013521,99.12301676572761,99.58654281535803,99.87711129734322,100.0,99.96048671164513,99.76384922059539,99.41536531516762,98.92031278367857,98.28396941444504,97.51161299578382,96.6085213160117,95.57997216344545,94.4312433264019,93.16761259319779,91.7943577521499,90.3167565915751,88.7400868997901,87.06962646511171,85.31065307585676,83.46844452034195,81.54827858688414,79.55543306380011,77.49518573940664,75.3728144020205,73.1935968399585,70.96281084153743,68.68573419507403,66.36764468888518,64.01382011128759,61.629538250598095,59.220076895133445,56.79071383321047,54.346726853145896,51.8933937432566,49.435992291859314,46.97980028727082,44.53009551780791,42.09215577178742,39.67125883752607,37.27268250334066,34.901704557548044,32.56360278846498,30.263654984408227,28.00713893369459,25.79933242464083,23.645513245563773,21.550959184780204,19.520948030606927,17.56075757136067,15.675665595358272,13.870949890916528,12.151888246352161,10.523758449982036,8.99183829012291,7.5614055550915475,6.237738033204817,5.0261135127793715,3.931809782132145,2.9601046295798805,2.1162758434392455,1.405601212027259,0.8333585236604905,0.4048255666558376,0.12528012933007798,0.0,0.03426296698235906,0.23334681859397655,0.6025293431516519,1.1470883289721183,1.8723015643722745,2.7834468376687216,3.885801937178457,5.184644651218115,6.685252768104506,8.392904076154597,10.312876363684984,12.450447419012404,14.810895030453834,17.399496986325993,20.22153107494554,23.282275084629518,26.587006803694536,30.141004020457295,33.94954452323488,38.01790610034377,83.25873086454405,model D,beta,v1.0,1.62838326473444,-1.7155977293451827,0.36638118350336984,-0.3728831893168902,84.0,28.0,10.118148958566977
76,Pushwalker Botberg,61.0,84.59223376602368,73.97455940278175,65.16037820332632,57.98541677153929,52.293423616082734,47.93599949465073,44.77242775822107,42.66950469530702,41.501369876209026,41.14933649726648,41.501721725109455,42.45367704091036,43.907018584635836,45.770057499298375,47.957430275208054,50.38992909422437,52.99433217400784,55.70323411227185,58.454876231034326,61.19297692086959,63.86656198515984,66.42979498434721,68.8418075801852,71.0665298799907,73.07252078089557,74.83279831409824,76.3246699891158,77.52956313803547,78.43285525976633,79.02370436429126,79.29487931691844,79.24259018253325,78.86631856985005,78.16864797566355,77.15509412910104,75.833935335874,74.21604282252945,72.31471108070228,70.14548821136628,67.72600626908667,65.07581160627139,62.21619521742301,59.1700230833899,55.9615665156184,52.616332500405726,49.16089404314901,45.62272051259952,42.03000798511334,38.41150958890264,34.796365848289305,31.213935027954154,27.693623477190116,24.26471597415409,20.95620607011865,17.796626433721823,14.813879195222846,12.035066290749548,9.486319806553682,7.1926323232587155,5.177687260117583,3.4636892192569144,2.0711943299340168,1.0189405927888802,0.3236782240927146,0.0,0.0601716008031577,0.5139619551822698,1.3684735844566054,2.627972946838366,4.293720781679761,6.363802453730748,8.832958297388583,11.692413960944101,14.929710750844574,18.52853597593461,22.468553291713306,26.725233044585075,31.269682616114196,36.06847676726786,41.083487982680836,46.27171681489742,51.58512222862115,56.97045194497819,62.3690727857573,67.71680101767042,72.94373269659387,77.97407401183818,82.72597163037571,87.11134304111357,91.03570689913333,94.39801336994866,97.0904744737494,98.99839442966348,100.0,99.9662708345039,98.76076981461954,96.23947339771448,92.2506019613634,86.63445014757703,79.22321720705762,22.706822644778725,model C,kappa,v1.5,1.95073091925471,-1.844813636138411,0.753258417061357,-0.7571582362234519,23.0,16.0,64.86876333473552
77,Firewalker Botson,35.0,41.08955910629048,48.0453363215776,54.30838032482265,59.92135965644372,64.92617881726218,69.36390150597785,73.27467774429773,76.69767488971827,79.67101253596121,82.23170130106304,84.41558550311805,86.25728972367482,87.79016925878653,89.04626445771457,90.05625894928588,90.84944175590387,91.45367329521284,91.89535526941606,92.19940444224738,92.38923030359635,92.48671662178704,92.51220688351033,92.48449362140991,92.42081162932165,92.33683506516671,92.24667844149815,92.1629015037012,92.09651799584702,92.05700831419989,92.05233604837849,92.08896841017003,92.17190054999863,92.30468376104677,92.48945757103057,92.72698572162871,93.01669603556464,93.35672417134266,93.74396126563744,94.17410546333699,94.64171733523943,95.14027918340331,95.66225823415135,96.1991737187279,96.74166784160977,97.27958063647084,97.8020287098006,98.29748787217495,98.75387965718242,99.1586617280025,99.4989221716381,99.76147768080142,99.93297562345415,100.0,99.94918128813153,99.76731017533052,99.44145517902197,98.95908415438109,98.30818968979567,97.47741838997784,96.45620404673616,95.23490469739345,93.80494357086502,92.15895392138607,90.29092774989462,88.1963684130677,85.87244712001021,83.3181633165992,80.53450895747957,77.52463666571555,74.29403178009348,70.85068829008058,67.20528865843364,63.371387531467114,59.3655993369688,55.20778976977161,50.921271164980716,46.533001758850936,42.07378883731965,37.57849577219305,33.08625294498626,28.640672558414614,24.290067335543604,20.08767310658628,16.091875283358863,12.366439221388243,8.980744469673278,6.01002290809608,3.5356007724972445,1.64514456739062,0.4329108663424557,0.0,0.45461363177360115,1.9123162211717775,4.496300374793592,8.33765608496985,13.575643856060443,20.357971718404286,28.841076129925465,39.190406765387,51.580715193306084,30.61598372323587,model D,beta,v1.0,1.5373014652155732,-1.550210766501833,0.319935509572891,-0.37244868823781635,96.0,84.0,-95.98544589055598
78,Stoneminer Botski II,30.0,44.23480993940531,51.051622179743774,57.32059159050653,63.06392363746182,68.30341351419574,73.06044614211233,77.35599617043354,81.2106279761992,84.64449566426705,87.67734306731279,90.32850374582993,92.61690098812998,94.56104781034227,96.17904695641415,97.48859089811074,98.5069618350152,99.25103169452849,99.73726213186951,99.9817045300751,100.0,99.80737938031679,99.41866323751603,98.84826186590615,98.11017528761352,97.21799325258242,96.1848952385749,95.02365045117114,93.74661782376909,92.36574601758458,90.89257342165145,89.33822815282134,87.7134280557639,86.02848070296663,84.29328339473501,82.5173231591922,80.70967675227948,78.87901065775606,77.03358108719894,75.18123398000306,73.32940500338124,71.48511955236427,69.65499274980084,67.84522944635741,66.06162422051864,64.3095613785868,62.59401495468217,60.919548710743,59.29031613652535,57.71006044960325,56.182114595368624,54.70940124703125,53.29443280561894,51.93931139997734,50.64572888676982,49.41496685047803,48.247896603401216,47.14497918565674,46.10626536517969,45.131395637722974,44.219600226857914,43.369699083973224,42.580101888275635,41.848808046790026,41.173406694358846,40.55107669364267,39.97858663511997,39.45229483708704,38.96814934565811,38.5216879347653,38.10803810615847,37.721917089406034,37.357631841893436,37.00907904882455,36.66974512322133,36.33270620592305,35.99062816558718,35.63576659868908,35.25996682952248,34.854663910198205,34.41088262064523,33.919237468610746,33.36993268965994,32.75276224717544,32.057109832357725,31.271948864225852,30.385842489616323,29.386943583183054,28.262994747399222,27.00132831255465,25.58886633675727,24.012120605934,22.257192633827827,20.309773662001266,18.1551446598341,15.778176324523784,13.163329081085786,10.294653082354518,7.155788208980226,3.7299640694330227,0.0,29.940408082842055,model D,beta,v1.0,1.5409236377231048,-1.4870766318556254,0.46924707152918094,-0.5049495329282374,32.0,63.0,34.92109495461139
79,Excawaller Boterson I,54.0,16.64849327607519,22.96441359712266,29.00310745183245,34.7675987003067,40.260979147766776,45.486408544553264,50.4471145861259,55.14639291306362,59.587607111064614,63.7741887109462,67.70963718864495,71.39751996521653,74.84147240683595,78.04519782479737,81.01246747551399,83.74712056051841,86.25306422646236,88.53427356511673,90.59479161337163,92.4387293532364,94.07026571183951,95.49364756142863,96.7131897193707,97.73327494815186,98.55835395537731,99.19294539377155,99.6416358611783,99.90907990056041,100.0,99.91918659269821,99.67149805697566,99.2618607162719,98.69526883914588,97.97678463927559,97.11153827545826,96.10472785161038,94.96161941676762,93.68754696508475,92.28791243583588,90.76818571341411,89.133904627332,87.39067495222116,85.54417040783231,83.60013265903557,81.56437131582007,79.44276393329429,77.24125601168585,74.96586099634146,72.62266027772714,70.21780319142815,67.7575070181488,65.24805698371267,62.69580625906258,60.10717596026057,57.48865514848773,54.84680083004439,52.18823795635023,49.519659423943956,46.84782607448348,44.17956669474596,41.52177801662789,38.88142471714467,36.26553941843107,33.68122268774102,31.135643037447718,28.63603692504344,26.18970875313979,23.804030869467375,21.48644356687613,19.244455083335247,17.085641601932995,15.01764725087689,13.048184103493654,11.185032178229095,9.4360394386485,7.809121793436002,6.3122630963950686,4.953515146448478,3.740997687638165,2.6828984091250856,1.7874729451894624,1.063044875230988,0.5180057237680397,0.16081496043870971,0.0,0.04415620232813478,0.30194687241856105,0.7821032603859708,1.4934245614640769,2.4447779160061285,3.645098409484307,5.103389072489925,6.828720880733677,8.830232755045209,11.11713156137393,13.69869211078786,16.58425715947439,19.783237408739957,23.30511150501058,27.159426039831384,97.75255690134631,model D,beta,v1.0,1.6818717928982163,-1.6473246201935665,0.2874340954605956,-0.3043120908136261,97.0,66.0,-61.97937052172648
80,Thumphauler Botberg I,69.0,43.47158874216083,45.9936122225218,48.305251755706976,50.41178261037891,52.31848005520017,54.03061935883326,55.55347578994078,56.89232461718524,58.0524411092292,59.03910053473521,59.8575781623658,60.51314926078353,61.01108909865095,61.356672944630596,61.555176067385034,61.61187373557679,61.532041217868425,61.32095378292247,60.98388669940149,60.526115235968035,59.95291466128463,59.26956024401384,58.4813272528182,57.59349095636026,56.61132662330258,55.54010952230768,54.385114922038134,53.151618091156486,51.84489429832526,50.47021881220704,49.03286690146433,47.53811383475971,45.991234880755705,44.39750530811487,42.762200385499774,41.09059538157293,39.38796556499691,37.65958620443425,35.91073256854749,34.14667992599917,32.37270354545188,30.594078695568122,28.816080645010466,27.043984662441456,25.28306601652362,23.538599975919546,21.81586180929174,20.12012678530277,18.456670172615127,16.83076723989147,15.247693255794264,13.712723488986065,12.231133208129458,10.80819768188695,9.449192178921102,8.159391967894466,6.944072317469574,5.808508496308982,4.757975773075242,3.797749416430904,2.933104695038513,2.1693168775605938,1.5116612326597172,0.9654130289984276,0.5358475352392496,0.2282400200447538,0.04786575207748478,0.0,0.08991803247480473,0.3228951181645152,0.7042065257316107,1.2391275238386485,1.9329333811482257,2.7908993663228276,3.8183007480250444,5.020412794917408,6.402510775662448,7.969869958922738,9.727765613360813,11.681473007639239,13.836267410420552,16.197424090367267,18.770218316141968,21.559925356407167,24.57182047982548,27.81117895505938,31.283276050771452,34.993387035624245,38.94678717828026,43.148751747402095,47.60455601165229,52.3194752396934,57.29878470018795,62.547759661798466,68.07167539318755,73.87580716301771,79.96543023995136,86.34581989265135,93.02225138978002,100.0,-57.25861343632299,model E,alpha,windows 2000,1.1775756545030325,-1.1504155329040573,-0.2,0.24562548638518394,64.0,47.0,-1.1924759812247174
