id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,Nanochip Model,Polarity Sinks,Arakyd Vocabulator Model,Axial Piston Model,InfoCore Size,Repulsorlift Motor HP,Astrogation Buffer Length,Sonoreceptors,Cranial Uplink Bandwidth,AutoTerrain Tread Count,Productivity
68,Pushwalker Botberg,95.0,0.0,7.368349387813687,14.358344271252482,20.981638303128637,27.249712400270372,33.17387474352176,38.765260777742824,44.034833211809506,48.99338201861364,53.65152443506298,58.0197049620812,62.1081953646079,65.92709467159855,69.48632917602458,72.79565243487333,75.86464526914803,78.70271576386783,81.3190992680678,83.72285839479892,85.92288302112809,87.92789028813813,89.74642460092775,91.38685762861161,92.85738830432022,94.1660428252001,95.3206746524136,96.32896451113902,97.19842039057056,97.93637754391834,98.5499984884084,99.04627300528273,99.43201813979914,99.71387820123141,99.89832476286928,99.99165666201827,100.0,99.92930814215183,99.78536171782713,99.5737686203952,99.29996400724112,98.96921029976606,98.586597183387,98.15704160753688,97.68528778566451,97.17590719523454,96.63329857772783,96.06168793864083,95.46512854748605,94.84750093779178,94.2125129071025,93.56369951697835,92.90442309299551,92.23787322474602,91.56706676583786,90.89484783389487,90.2238878105569,89.55668534147969,88.89556633633474,88.24268396880971,87.600018676608,86.96937816144899,86.35239738906793,85.75053858921609,85.16509125566046,84.59717214618423,84.04772528258616,83.51752195068119,83.00716070030009,82.51706734528955,82.04749496351225,81.59852389684637,81.17006175118658,80.76184339644327,80.37343096654253,80.00421385942657,79.65340873705354,79.3200595253974,79.00303741444795,78.70104085821099,78.41259557470863,78.13605454597804,77.86959801807305,77.61123350106296,77.35879576903332,77.10994686008532,76.86217607633628,76.61279998391922,76.35896241298333,76.09763445769329,75.82561447623011,75.53952809079084,75.23582818758794,74.91079491684987,74.56053569282145,74.18098519376267,73.76790536195051,73.31688540367703,72.82334178925024,72.28251825299411,71.6894857932489,model D,0.9209327735054378,gamma,windows 2000,0.4058212152053175,0.36511962468048154,0.5259227813205306,-0.5096142580012889,84.0,39.0,10.129268346077694
69,Wallvator Boterson,28.0,0.0,9.043009463377985,17.548423638414963,25.53270635409061,33.012107009104746,40.00266057187731,46.52018758054833,52.58029414297801,58.19837193674662,63.3895982091546,68.16893577722244,72.55113302769087,76.55072391702062,80.18202797139257,83.4591502867078,86.39598152858741,89.00619793237266,91.30326130312494,93.30041901562576,95.01070401437676,96.44693481359963,97.62171549723631,98.54743571894873,99.23627070211903,99.70018123984941,99.95091369496222,100.0,99.85875765722525,99.53828973862072,99.04948488588926,98.4030173104538,97.60934679345746,96.67871868576337,95.62116390795488,94.44649895033545,93.16432587292857,91.784032305478,90.31479144744749,88.76556206802101,87.1450885061025,85.46190067031628,83.72431403900653,81.9404296602376,80.11813415179417,78.26509970118083,76.38878406562225,74.49643057206337,72.59506811716925,70.69151116732506,68.79235975863587,66.9039994969273,65.03260155774461,63.184122686353504,61.36430519773975,59.57867697660926,57.83255147738788,56.13102772422166,54.47899031097706,52.881109401240344,51.34184072831762,49.865425595236026,48.45589087474177,47.117049009302114,45.85249801110365,44.66562146205364,43.55958851377929,42.53735388762771,41.60165787466653,40.755026335683006,39.99977070118518,39.33798797140046,38.77156071627732,38.30215707548339,37.931230758406706,37.660021044155954,37.489552781558984,37.42063638916489,37.45386785524189,37.58962873777876,37.828086164484965,38.169192832788475,38.612687009839334,39.15809253250649,39.804718807379,40.551660810766684,41.39779908869915,42.3417997569258,43.38211450091685,44.51698057586209,45.74442080667163,47.06224358797586,48.46804288412478,49.95919822918884,51.53287472695918,53.186023050945764,54.91537944437999,56.71746572021223,58.58858926111395,60.524843019476506,62.522105517410274,model D,1.1390638691730997,zeta,v2.0,0.7884592013901967,0.7362728127231168,0.8119986673897677,-0.8158859287901399,86.0,99.0,-100.0
70,Thumplift Botberg Jr.,36.0,25.17298504792333,22.163372048908254,19.794657879479765,18.027412607411115,16.823113621353748,16.144145630837237,15.953800666269332,16.21627807893592,16.896684541001072,17.96103404550698,19.37624790637402,21.110154758400714,23.131490557263742,25.409898579517936,27.915929422596307,30.621041004809996,33.4975985653483,36.518874664278684,39.65904918254679,42.893209321976364,46.19734960526935,49.54837187600586,52.92408529864411,56.30320635852052,59.66535886184964,62.991073935724174,66.26179002811502,69.45985290787121,72.5685156647199,75.57193870926645,78.45518977299436,81.20424390826531,83.80598348831906,86.2481982072736,88.51958508012507,90.60974844274774,92.50919995189405,94.20935858519462,95.7025506411582,96.98200973917159,98.04187681950002,98.87720014328663,99.4839352925527,99.85894517019798,100.0,99.90577732661463,99.57586201557599,99.01074625329603,98.21182954706528,97.18141872505208,95.92272793630318,94.43987865074322,92.73789965917511,90.82272707328016,88.70120432561755,86.38108216962458,83.87101867961707,81.18057925078851,78.32023659921084,75.30137076183408,72.13626909648644,68.83812628187425,65.42104431758219,61.90003252407279,58.29100754268705,54.610793335643514,50.877121186039545,47.10862969785092,43.32486479593008,39.54627972600968,35.794235054698675,32.090998669485536,28.459745778736046,24.92455891169415,21.510427918483124,18.243249970102944,15.14982955843227,12.257878496227658,9.596015917125133,7.19376827563679,5.081569347154705,3.290760227947614,1.853589335163928,0.8032124068290089,0.1736925018472726,0.0,0.3180126019482719,1.1645153292305206,2.577200524262483,4.59466785033932,7.25642429163438,10.602884153198238,14.675369060960106,19.516107961727396,25.16823712318555,31.675800133898797,39.08374790330844,47.43793866173504,56.78513796037561,67.17301867130703,model A,1.0826329987435632,zeta,v2.0,0.6407022950711999,0.727802998466749,0.5359262325234193,-0.49881243913199985,34.0,40.0,53.79975923757449
71,Excaminer Boterson Jr.,55.0,0.0,10.486065168357214,20.232698144809817,29.268244003164057,37.62056195838585,45.317025366600774,52.38452172509403,58.84945267231056,64.73773398785487,70.07479559249116,74.88558154814332,79.19455005789486,83.02567346598896,86.40243825782845,89.34784505997582,91.88440864015325,94.03415790724253,95.81863591128517,97.25889984348221,98.37552103619454,99.18858496294254,99.71769123840633,99.9819536184257,100.0,99.78997242128838,99.36952706160955,98.7558342414419,97.96557842242352,97.01495820735202,95.91968634018487,94.6949897060391,93.3556093311913,91.91580038307792,90.3893321702949,88.78948814259793,87.1290658909023,85.42037714728306,83.67524778497473,81.90501781837165,80.12054140302787,78.33218683565681,76.5498365541319,74.78288713748604,73.04024930591174,71.33034792076131,69.6611219845467,68.04002464093925,66.47402317477042,64.96959901203097,63.53274771987147,62.16897900660214,60.883316721692715,59.68029885577292,58.56397754063158,57.53791904921787,56.605203795640115,55.768426335166424,55.02969536422469,54.39063372040237,53.85237838244644,53.41558047026367,53.08040524492085,52.84653210864357,52.713154604817944,52.67898041798931,52.742231373862595,52.90064343930272,53.151466722333666,53.491465472140256,53.91691807906538,54.42361707461277,55.00686913144547,55.661495063385935,56.38182982541673,57.16172251367988,57.99453636547673,58.873148759268645,59.78995121467716,60.73684939248195,61.70526309462389,62.68612626420287,63.66988698547854,64.64650748387012,65.60546412595609,66.53574741947604,67.42586201332678,68.26382669756754,69.03717440341511,69.73295220324685,70.3377213105999,70.83755708017051,71.21804900781493,71.46430073054817,71.56093002654764,71.49206881514645,71.24136315684093,70.79197325328484,70.12657344729233,69.22735222283761,68.07601220505303,model B,0.6456069142867049,alpha,v1.5,0.13678047026968285,0.10770368877976932,0.42499540668992186,-0.41289941419429227,21.0,28.0,43.70552010519951
72,Stoneborer Botchik II,22.0,0.0,1.922690609173493,4.0109991194073435,6.250687632981297,8.627862871925927,11.128976178022636,13.74082351280365,16.45054545755204,19.245627213301685,22.113898600837295,25.043534060694434,28.023052653159446,31.041318058269564,34.0875385758128,37.15126712532801,40.22240124610491,43.291183097183975,46.34819945735658,49.38438172516488,52.39100591890189,55.35969267661144,58.28240725608818,61.151459534877596,63.959504010276014,66.69953979933058,69.36491063883923,71.94930488535084,74.44675551516498,76.85164012433212,79.15868092865357,81.36294476368143,83.45984308471861,85.44513196681893,87.314912104787,89.06562881317821,90.69407202629883,92.19737629820597,93.5730208027075,94.81882933336226,95.9329703034797,96.91395674612028,97.76064631409524,98.47224127996664,99.04828853604732,99.48867959440105,99.79365058684236,99.96378226493661,100.0,99.90357378309959,99.67611822505319,99.31959255642953,98.83630062754811,98.2288909084792,97.50035648904412,96.6540350788148,95.69360900711405,94.62310522301553,93.4468952953438,92.16969541267402,90.79656638333243,89.33291363539614,87.78448721669267,86.1573817948008,84.45803665705014,82.69323571052063,80.87010748204362,78.99612511820109,77.07910638532567,75.12721366950099,73.1489539765616,71.15317893209256,69.14908478143008,67.14621238966109,65.15444724162332,63.184019441905356,61.24550371484653,59.349819404537115,57.50823047481812,55.73234550928152,54.034117711270014,52.42584490387695,50.92016952994699,49.53007865207526,48.26890395260768,47.15032173364119,46.1883529170235,45.39736304435289,44.79206227697905,44.387505396002034,44.19909180227262,44.24256551639307,44.53401517871562,45.089874049343976,45.92692000813244,47.06227555468603,48.51340780836074,50.29812850826361,52.434594013252145,54.94130530193452,57.837107972670466,model B,0.8997421971318651,alpha,v1.5,0.2817382464108064,0.3298999364524427,0.739038698857208,-0.7583615916359626,13.0,32.0,46.78297069334302
73,Waterhauler Botchik,62.0,13.529687264004847,9.665352136553082,6.511005201096158,4.026069432773478,2.170856448621208,0.9065665075722787,0.19528851045638848,0.0,0.28456716082632716,1.0137448194553702,2.153176444303875,3.6693941456853527,5.529818675810103,7.702759428785147,10.157414440614318,12.863870389198173,15.793102594334062,18.916975017716066,22.208240262935107,25.640539575478748,29.18840284273141,32.82724859397427,36.53338400038518,40.284004875038946,44.05719567290694,47.83192949085739,51.5880680676553,55.306361783962366,58.96844966233715,62.55685936723494,66.05500720500766,69.44719812390424,72.71862571407016,75.85537220754782,78.84440847827625,81.67359404209132,84.33167705672578,86.80829432180875,89.09397127886665,91.18012201132223,93.05904924449521,94.72394434560213,96.1688873237561,97.38884682996698,98.37968015714176,99.13813324008376,99.66184065549332,99.94932562196743,100.0,99.8141642919815,99.39300764219911,98.73860783683705,97.8539313039762,96.74283311359426,95.41005697756539,93.86123524966085,92.1028889255486,90.14242764279322,87.98814968085622,85.64924196109554,83.13578004676656,80.45872814302079,77.62993909690661,74.66215439736965,71.56900417525152,68.36500720329126,65.06557089612434,61.68699131028298,58.24645314419632,54.76202973819034,51.25268307448735,47.738263777207194,44.23951111236551,40.77805298787569,37.37640595354696,34.057975201085526,30.847054564095437,27.76882651807601,24.849362180423935,22.11562131043319,19.595452309293805,17.317592220092777,15.311666727813616,13.608190159336834,12.238565483440029,11.235084310797587,10.630926893979458,10.46016212745409,10.75774754758562,11.5595293326351,12.902242302760172,14.82350992001541,17.36184428835297,20.556646153620665,24.448204903562722,29.07769856782238,34.4871938179369,40.719645967341975,47.81889897136962,55.829685427247746,model D,1.025023845536472,gamma,windows 2000,0.39677634868141953,0.34755548353091353,0.6511495612211924,-0.6693597924623345,28.0,40.0,51.512486498035784
74,Pullminer Botski,20.0,0.0,2.483256328379473,5.099335446271167,7.834438388648625,10.675118599347815,13.608281931067138,16.621186645367402,19.701443412671864,22.837015312266196,26.016217832298487,29.227718869779267,32.460538730581476,35.70405012944049,38.94797818995412,42.182400444582576,45.39774683464851,48.58479971033701,51.73469383069557,54.838916363634105,57.88930688592499,60.87805738320298,63.7977122499653,66.64116828957157,69.40167471424381,72.07283314506657,74.6485976119867,77.12327455381354,79.49152281821888,81.74835366173686,83.88913074976412,85.90957015655968,87.80574036524497,89.57406226780391,91.21130916508282,92.71460676679041,94.08143319149782,95.30961896663871,96.39734702850902,97.3431527222672,98.14592380193415,98.80490043039309,99.31967517938983,99.69019302953241,99.91675137029146,100.0,99.94094112585331,99.74092936390937,99.40167173908841,98.92522768517308,98.31400904480857,97.57078006950238,96.69865741962442,95.70111016440718,94.58195978194549,93.34538015919645,91.99589759197994,90.53839078497789,88.97809085173489,87.32058131465782,85.57179810501626,83.73802956294173,81.82591643742857,79.84245188633355,77.79498147637565,75.6912031831363,73.53916739105951,71.34727689345162,69.1242868924814,66.87930499918,64.62179123344112,62.36155802402092,60.108770208537656,57.87394503347225,55.66795215416819,53.502013634831194,51.38770394852937,49.33694997719332,47.362031011616175,45.475578751453384,43.690577305222774,42.020363190304586,40.47862533294169,39.07940506823914,37.83709614016466,36.76644470154808,35.88254931408206,35.20086094832124,34.73718298368292,34.50767120844701,34.52883381975558,34.81753142361313,35.390977034886554,36.26673607730551,37.462726383461785,38.997218194809314,40.88883416166527,43.156549343208525,45.819691207480595,48.897939631385476,52.41132690068954,model A,1.1449898547694928,kappa,v1.0,0.9527798588174562,1.0180742807693777,1.0996286174415995,-1.1097545472327195,89.0,53.0,-2.7114936198256743
75,Pullvator Boterson II,97.0,0.0,7.211844518331431,14.085438013463799,20.626712016403886,26.84162370076151,32.73615588274947,38.316317021183586,43.588141217482686,48.55768821566859,53.231043402366154,57.614317806803214,61.71364810081064,65.53519659882227,69.08515125787498,72.36972567760867,75.3951591002662,78.16771641069347,80.69368813633938,82.97939044725585,85.03116515609777,86.85537971812309,88.45842723119273,89.84672643577062,91.02672171492368,92.00488309432193,92.78770624223829,93.38171246954875,93.79344872973222,94.02948761887076,94.09642737564933,94.00089188135594,93.74953065988156,93.34901887772025,92.80605734396904,92.1273725103279,91.31971647109988,90.38986696319103,89.34462736611047,88.19082670197017,86.9353196354852,85.5849864739737,84.14673316735667,82.62749130815828,81.03421813150558,79.37389651512864,77.65353497936069,75.8801676871377,74.06085444399888,72.20268069808645,70.31275754014533,68.39822170352384,66.46623556417313,64.52398714064731,62.578690094103564,60.63758372830206,58.707932989606036,56.79702846698158,54.91218639199803,53.06074863882755,51.250082724245296,49.487581807629546,47.780664690961586,46.13677581882556,44.563385278408695,43.06798879950136,41.65810775449676,40.341289158391106,39.12510566878384,38.01715558587714,37.02506285247624,36.1564770539895,35.41907341842826,34.82055281640687,34.368641761142435,34.07109240845554,33.93568255676941,33.9702156471105,34.18252076310791,34.580452630994266,35.17189161960486,35.964743740377855,36.96694064735506,38.18643963718057,39.631223649101734,41.30930126496915,43.22870670923615,45.397499848959185,47.823766193797496,50.51561689601384,53.48118875047349,56.728644194644694,60.26617130859941,64.10198381501175,68.24432107915916,72.70144810892221,77.48165555478454,82.59325970983241,88.04460250975532,93.844051532846,100.0,model B,0.7677463772187203,alpha,v1.5,0.13256814949550888,0.1887939944654904,0.6054505242694939,-0.5799605661718036,14.0,41.0,43.65073174943858
76,Extrapulverizer Botberg II,98.0,0.0,3.771094012748302,7.480278345872956,11.121076558711254,14.687289230959266,18.172993962671846,21.57254537426262,24.880575106504,28.091991820527173,31.201981197822104,34.206005940237524,37.099805769980975,39.87939742961874,42.54107468207591,45.081408310636334,47.49724611894265,49.785712930996276,51.9442105911574,53.97041796414499,55.862290935036796,57.618062409269356,59.23624231263796,60.71561759129671,62.05525221175846,63.254487160894854,64.3129404459363,65.23050709447202,66.00735915444997,66.64394569417694,67.1409928023184,67.49950358789872,67.72075818030096,67.80631372926702,67.75800440489752,67.57794139765188,67.26851291834834,66.83238419816384,66.27249748863419,65.59207206165387,64.79460420947625,63.88386724471341,62.86391150033622,61.739064329674356,60.51393010641621,59.19339022460905,57.782603098658804,56.28700416333026,54.712305873746956,53.06449770539127,51.34984615410424,49.57489473608578,47.74646398789455,45.87165146644795,43.95783174902228,42.01265643325247,40.04405413713228,38.06023049901429,36.06966817760985,34.081126851989026,32.10364322158075,30.146531006172694,28.21938094591126,26.332060801301672,24.494715353207944,22.717766402852842,21.011912771817926,19.38813030204363,17.857671855828883,16.432067315831755,15.123123585068843,13.942924586915579,12.9038312651062,12.018481583733694,11.29979052724998,10.760950100465411,10.41542932854954,10.276974257030295,10.359607951794688,10.677630499088478,11.245619005515891,12.078427598040353,13.19118742398385,14.599306651027074,16.318470467209725,18.364641080930085,20.75405772094526,23.50323663637113,26.628971096682424,30.14833139171282,34.07866483165414,38.43759574705764,43.24302548883311,48.51313242824909,54.26637195693311,60.52147648687101,67.2974554504078,74.61359530024721,82.48945950945178,90.94488857144279,100.0,model A,0.7442686960075167,alpha,v1.5,0.10971910324405708,0.08840976908105695,0.6000360835200522,-0.5933374744821341,11.0,16.0,29.289564930410492
77,Firewalker Botski Jr.,30.0,55.721285408703146,50.872448889854624,46.63509837863343,42.978552016707305,39.87273156973225,37.28816242735255,35.195973603200805,33.56789773489789,32.37627108405295,31.59403353626345,31.194728601115123,31.15250341218202,31.44210872702643,32.038898927198986,32.91883201823856,34.05846962967236,35.43497701501585,37.0261230517728,38.810280241435265,40.766424709483566,42.87413620538636,45.11359810260055,47.465597398571354,49.91152471473227,52.433374296505086,55.01374401329987,57.635835358514974,60.283453449537085,62.94100702774116,65.59350845849038,68.22657373113626,70.82642245901864,73.37987787946567,75.87436685379363,78.29791986730727,80.63917102929952,82.88735807305167,85.03232235583322,87.06450885890204,88.97496618750432,90.75534657087427,92.39790586223478,93.8955035387968,95.2416027017595,96.43027007631062,97.4561760116259,98.31459448086939,99.0014030811938,99.51308303373956,99.84671918363588,100.0,99.97121757593746,99.75926762854236,99.3636494988964,98.78446615207055,98.02242417712334,97.07883378710166,95.95560881904115,94.65526673396512,93.1809286168857,91.53631917680293,89.72576674670529,87.75420328356972,85.62716436836114,83.35078920603286,80.93182062552656,78.37760507977221,75.69609264568817,72.89583702418054,69.98599554014436,66.97632914246284,63.87720240400696,60.69958352163678,57.45504431620013,54.155760232532955,50.8145103394605,47.44467732979455,44.06024752033722,40.67581085187731,37.306560889192525,33.96829482104907,30.67741346020088,27.450921243391065,24.306426231349793,21.26214010879693,18.336878184439378,15.550059390972484,12.921706285081056,10.472445047436937,8.223505482700732,6.196721019521754,4.4145287105361755,2.8999692323704975,1.6766868856373573,0.7689295949402787,0.20154890886814156,0.0,0.1903416649026802,0.7992363241313921,1.8539500222301917,model B,0.7836263041126805,gamma,v0.5,0.32693260545695774,0.21619622052927465,0.36870910711933796,-0.38266400964962854,74.0,64.0,-32.575239191994925
78,Wallwaller Botski Jr.,20.0,45.52514147011875,43.871986464526685,42.68028079216037,41.918803682127404,41.55709081167251,41.5654343061776,41.914882739161705,42.57724113228103,43.525070955328935,44.73169012623593,46.17117301106968,47.818350424035,49.64880962747388,51.63889433186542,53.765704695825924,56.00709732610882,58.341685277604704,60.74883805334132,63.20868160448359,65.70209833033353,68.21072707833036,70.71696314405045,73.20395827120734,75.65562065165167,78.05661492537128,80.39236218049113,82.64903995327339,84.81358222811734,86.87367943755942,88.81777846227322,90.6350826310695,92.31555172089618,93.8499019568383,95.22960601211811,96.44689300809492,97.49474851426532,98.36691454826294,99.05788957585867,99.5629285109605,99.87804271561346,100.0,99.92632462243944,99.65529728938847,99.1859551554408,98.51809182332734,97.65225734391629,96.58975821621276,95.33265738735909,93.88377425263494,92.24668465545687,90.42572088737874,88.42597168809155,86.2532822454236,83.91425419534005,81.41624562194326,78.76737105747311,75.97650148230618,73.05326432495647,70.00804346207502,66.85197921845003,63.596968367006966,60.25566412880815,56.84147617305364,53.368570617079925,49.851870026361375,46.30705341450891,42.75055624327096,39.199570422532695,35.672044310317204,32.186682712783934,28.762946884229702,25.421054527089016,22.18197979193283,19.06745327746952,16.099962030544628,13.302749546141007,10.699815767378567,8.315917085514299,6.176566339941981,4.308032818193133,2.7373422559366185,1.4922768369776709,0.601375193259068,0.09393240486075369,0.0,0.350385955031097,1.1766546944452227,2.5111270908711196,4.386880465073824,6.837748585957375,9.898321670561115,13.60394638406213,17.990725839775074,23.095519599150872,28.955943671778687,35.61037051538432,43.09792903583073,51.45850458711774,60.73273897138225,70.96203043889962,model A,1.0648490884212927,zeta,windows 2000,0.5152973286274531,0.4353784810581774,0.7188483020844397,-0.7068344112982677,40.0,90.0,-27.114351517331883
79,Walllift Botski,81.0,0.0,6.260421545348679,12.320989518722044,18.180273434441492,23.837006574659757,29.290085989360893,34.538572496360274,39.58169068130461,44.41882889767192,49.04953926677156,53.47353767774422,57.690703787561894,61.70108102102789,65.50487657077689,69.10246139727482,72.49437022881904,75.68130156153813,78.66411765939208,81.44384455417212,84.02167204550088,86.39895370083227,88.57720685545152,90.55811261247524,92.34351584285129,93.93542518535894,95.33601304660867,96.54761560104238,97.57273279093329,98.41402832638589,99.07432968533602,99.55662811355087,99.86407862462892,100.0,99.96787478892524,99.77134930849711,99.41423364363938,98.9005016471072,98.23429093948702,97.41990290919654,96.46180271248491,95.36461927343257,94.13314528395117,92.7723372037838,91.28731526050488,89.68336344952014,87.96592953406658,86.14062504521256,84.21322528185775,82.18966931073322,80.07605996640123,77.87866385125552,75.60391133552102,73.25839655725404,70.84887742234228,68.38227560450461,65.86567654529132,63.30632945408411,60.71164730809579,58.08920685237072,55.44674859978448,52.79217683104381,50.13355959468716,47.479128707083916,44.83727975243508,42.21657208277277,39.625728817960656,37.07363684569336,34.56934682149725,32.12207316872968,29.741194078579603,27.436251510067155,25.216951190043886,23.09316261319234,21.074919042026867,19.172417506892735,17.39601880596695,15.75624750525743,14.26379193860383,12.929504207676553,11.764400181977816,10.779659498841175,9.986625563431161,9.39680554874389,9.021870395606719,8.87365481267841,8.964157276448882,9.305540031239458,9.910129089202966,10.790414230323307,11.959049002415766,13.428850721127073,15.212800469935072,17.324043100149137,19.775887230909763,22.58180524918928,25.75543330979042,29.31057133534806,33.26118301632821,37.62139581102776,42.40550094557579,model B,0.9686532551865745,gamma,v0.5,0.34314204111056523,0.3251822093170029,0.5836307111992453,-0.5642683422732353,25.0,12.0,37.04314219764068
80,Firelift Botberg,58.0,62.07851138216785,57.50466425448899,53.563634920684024,50.22062999695104,47.4416007488489,45.193243091297305,43.4429975885768,42.15904945432871,41.31032855155518,40.8665093926192,40.79801113924453,41.075997602515784,41.6723772428784,42.55980317013859,43.71167314346342,45.102129571380765,46.706059511779294,48.499094671908544,50.45761140837879,52.55873072716122,54.78031828358774,57.10098438235115,59.50008397750505,61.95771667246379,64.45472672000268,66.97270302225763,69.49397913072562,72.00163324626426,74.47948821909203,76.91211154878826,79.28481538429307,81.5836565239074,83.79543641529297,85.90770115547237,87.90874149082903,89.78759281710705,91.5340351794116,93.13859327220841,94.59253643932414,95.88787867394623,97.01737861862311,97.97453956526383,98.75360945513819,99.34958087887706,99.75819107647187,99.9759219372752,100.0,99.8283964527205,99.4598271328713,98.89375252724822,98.13037777200758,97.17065265266676,96.01627160410376,94.66967371055752,93.13404270562783,91.41330697227517,89.51213954282079,87.43595809894705,85.19092497169687,82.78394714147399,80.2226762380432,77.5155085405296,74.67158497741987,71.7007911265607,68.61375721516035,65.4218581197871,62.137213366371,58.77268713020164,55.34188823593117,51.85917015757073,48.33963101849344,44.79911359143288,41.25420529848346,37.72223821110034,34.22128905009973,30.77017918565853,27.38847463731407,24.09648607396537,20.91526881387124,17.866622824652335,14.9730927232893,12.257967776123872,9.745281898858577,7.4598136565575555,5.427086263643931,3.673367583903557,2.2256701304816766,1.1117510658856369,0.36011220198223926,0.0,0.061405570528511345,0.5750646735172891,1.5724577182770132,3.0858097634798534,5.1480905171570415,7.7930143367029485,11.055040228870995,14.96937184977664,19.57195750489435,24.89949014906174,model B,0.7033873268232805,gamma,v0.5,0.3738937083327818,0.40870646234744956,0.44630495883694876,-0.44517502960713423,39.0,45.0,50.52128238806459
81,Waterwidget Botberg,50.0,23.91915521262907,28.167240220796952,32.35829454888799,36.48342489749132,40.534083902572576,44.5020701354739,48.37952810291395,52.158948246987876,55.833166945167335,59.395366510300505,62.83907519061205,66.15816716970313,69.34686256655145,72.3997274355112,75.31167376631306,78.07795948406424,80.69418844924843,83.15631045772587,85.46062124073323,87.60376246488377,89.5827217321672,91.39483257994978,93.0377744809742,94.50957284335976,95.80859901060214,96.93357026157365,97.88354981052304,98.65794680707555,99.25651633623299,99.67935941837361,99.92692300925216,100.0,99.8997292171249,99.62759542251112,99.18542931341949,98.57540752248734,97.80005261772845,96.86223310253314,95.76516341566828,94.51240393127715,93.10786095887961,91.55578674337201,89.86077946502722,88.02778323949455,86.06208811779987,83.96933008634552,81.75549106691042,79.42689891664996,76.99022742809595,74.45249632915683,71.82107128311749,69.10366388863929,66.30833167976017,63.443478125894494,60.517852631833236,57.540550537743805,54.52101311917007,51.469027587032556,48.394727087628056,45.308590702630184,42.221443449088795,39.14445627943033,36.089146081457784,33.06737567835061,30.09135382866477,27.17363522633267,24.327120500663455,21.565056216342533,18.901034873431897,16.348994907369917,13.92322068897181,11.63834252442896,9.509336655309369,7.551525258557662,5.780576446494799,4.212504266818174,2.86366870260205,1.750775672296841,0.890877029729704,0.30137056410398955,0.0,0.004854997374092525,0.3343711515593253,1.0073299932655861,2.0428589885786117,3.4604315389611777,5.279866981252227,7.521330587667545,10.205333565799018,13.352733058615446,16.984732144461788,21.122879837059795,25.789071085507498,31.005546774279676,36.79489372322713,43.180044687577876,50.18427835793582,57.83121936028167,66.14483825597273,75.1494515417424,model A,0.9072579394476529,alpha,v1.5,0.12541796993310814,0.16412100871971239,0.707228289353349,-0.7271555894664556,42.0,53.0,30.087735880307875
82,Walllift Botsky I,66.0,0.0,1.2235161885286203,2.738926143692542,4.522889746661892,6.552649077286812,8.80602841409746,11.261434234304012,13.897855213796669,16.694862227145656,19.632608347601195,22.691828847093547,25.85384119623298,29.100545064309784,32.41442231929428,35.77853702783679,39.176535455267654,42.59264606559724,46.01167952151594,49.41902868439414,52.80066861428229,56.143156569910815,59.433632008690154,62.659816586710804,65.81001415874327,68.87311077823804,71.83857469732568,74.69645636681672,77.43738843620172,80.0525857536513,82.53384536601604,84.87354651882659,87.06465065629357,89.10070142130765,90.97582465543952,92.68472839893988,94.22270289073948,95.58562056844899,96.76993606835921,97.77268622544088,98.59149007334486,99.22454884440191,99.6706459696229,99.92914707869863,100.0,99.88373476057792,99.58146358616321,99.0948809011669,98.42626332867982,97.57846969047304,96.55494100699751,95.35970049738411,93.99735357944408,92.47308786966832,90.79267318322786,88.96246153397387,86.98938713443732,84.88096639582946,82.64529792804129,80.29106253964402,77.82752323788883,75.26452522870693,72.61249591670938,69.88244490518753,67.08596399611262,64.23522719013587,61.34299068658863,58.422592883482096,55.48795437750748,52.5535779640364,49.63454863712015,46.74653358948986,43.90578221255724,41.12912609641328,38.43397902982984,35.83833700025825,33.36077819382988,31.020462995356198,28.837133988328812,26.831115954919017,25.023315875978714,23.43522293103922,22.088908498312232,21.007026154689225,20.212811675741648,19.73008303572157,19.583240407560343,19.797266162869814,20.39772487194149,21.410763303747252,22.863110425938483,24.782077404847268,27.195557605485384,30.132026591544587,33.62054212539634,37.690744168092614,42.37285487936565,47.69767861762692,53.69660193996849,60.40159360216204,67.84520455865909,model A,1.0064076633932768,gamma,v0.5,0.35532841814565347,0.4013546082082984,0.7164558825140326,-0.7090616526082768,12.0,27.0,37.0237703697549
