id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,Axial Piston Model,Astrogation Buffer Length,InfoCore Size,AutoTerrain Tread Count,Arakyd Vocabulator Model,Nanochip Model,Repulsorlift Motor HP,Cranial Uplink Bandwidth,Sonoreceptors,Polarity Sinks,Productivity
70,Stoneminer Botski Jr.,23.0,56.8067278055814,61.205201583144266,65.28414663389111,69.05796602295386,72.54074368471328,75.74624442279881,78.68791391008867,81.37887868870976,83.83194617003782,86.05960463469728,88.0740232325613,89.88705198275186,91.51022177363959,92.95474436284393,94.23151237723307,95.35109931292389,96.32375953528208,97.15942827892204,97.8677216477069,98.45793661474859,98.93905102240772,99.31972358229369,99.60829387526466,99.8127823514275,99.94089033013783,100.0,99.99717441886716,99.93915751384118,99.83237408127262,99.6829297867609,99.49661116515406,99.278885620549,99.03490142629128,98.76948772497524,98.48715452844401,98.19209271778934,97.88817404335185,97.57895112472086,97.26765745073448,96.95720737947941,96.6501961382913,96.34889982375448,96.05527540170189,95.77096070721541,95.49727444462556,95.23521618751161,94.98546637870162,94.74838633027241,94.52401822354936,94.31208510910685,94.11199090676796,93.9228204056043,93.74333926393645,93.5719940093337,93.40691203861398,93.24590161784407,93.08645188233946,92.9257328366644,92.76059535463183,92.58757117930351,92.40287292298991,92.20239406725022,91.98170896289253,91.73607282997338,91.46042175779824,91.14937270492139,90.7972234991458,90.39795283752322,89.94522028635383,89.43236628118706,88.8524121268208,88.1980599973016,87.46169293592497,86.63537485523517,85.7108505370249,84.67954563233607,83.5325666614589,82.26070101393249,80.85441694854504,79.3038635933328,77.59887094558151,75.72894987182521,73.68329210784657,71.45077025867745,69.01993779859797,66.37902907113765,63.51595928907409,60.418324534433744,57.07340175849232,53.468148781773806,49.58920429405078,45.4228878543452,40.95519989092726,36.171821701315956,31.058115452279228,25.599124179833527,19.779571789244386,13.583863055025839,6.9960836209403885,0.0,model C,1.2455292626014303,0.32950627974316027,-0.05786943246541232,alpha,v2.0,0.8234662644441377,0.8698698412748744,6.0,84.0,-35.442937736559806
71,Pushvator Botchik,82.0,100.0,99.58312942486003,99.14863754023287,98.69669489970357,98.22747205685718,97.74113956527873,97.23786797855328,96.71782785026589,96.18118973400158,95.62812418334543,95.05880175188247,94.47339299319775,93.8720684608763,93.25499870850321,92.6223542896635,91.97430575794223,91.31102366692443,90.63267857019515,89.93944102133949,89.23148157394242,88.50897078158904,87.77207919786436,87.02097737635349,86.2558358706414,85.47682523431321,84.68411602095392,83.8778787841486,83.0582840774823,82.22550245454005,81.37970446890692,80.52106067416793,79.64974162390817,78.76591787171263,77.86975997116642,76.96143847585454,76.04112393936208,75.10898691527406,74.16519795717554,73.20992761865155,72.24334645328715,71.2656250146674,70.27693385637734,69.277443532002,68.26732459512645,67.24674759933575,66.2158830982149,65.17490164534901,64.12397379432309,63.06327009872218,61.992961112131376,60.91321738813566,59.82420948032012,58.7261079422698,57.619083327569754,56.50330618980502,55.37894708256065,54.2461765594217,53.10516517397319,51.9560834798002,50.79910203048777,49.634391379620936,48.462122080784745,47.282464687564286,46.095589753544544,44.901667832310615,43.700869477447526,42.493365242540335,41.279325681174086,40.05892134693382,38.83232279340461,37.59970057417147,36.36122524281947,35.11706735293365,33.86739745809906,32.612386111900754,31.352203867923784,30.08702127975318,28.817008900973995,27.542337285171282,26.2631769859301,24.97969855683549,23.692072551472485,22.400469523426143,21.10506002628153,19.806014613623674,18.503503839037617,17.197698256108428,15.888768418421156,14.576884879560808,13.262218193112494,11.94493891266121,10.625217591792037,9.303224784090006,7.9791310431401845,6.653106922527585,5.325322975837291,3.995949756654343,2.665157818563783,1.3331177151506355,0.0,model C,0.5606318828289942,-0.3473097725062395,-0.3544509145079091,beta,v1.5,0.12,0.1433845934838756,34.0,71.0,-2.7779611158749162
72,Rocklift Boterson,45.0,100.0,97.50384221222967,95.1883808493697,93.04600747288126,91.06923688835424,89.2507071455072,87.58317953818741,86.0595386043707,84.67279212616171,83.41607112979365,82.28262988562845,81.26584590815675,80.35921995599776,79.55637603189946,78.85106138273846,78.23714649952005,77.70862511737822,77.25961421557558,76.88435401750345,76.57720799068184,76.33266284675938,76.14532854151342,76.00993827484997,75.92134849080372,75.87453887753801,75.86461236734486,75.886795136645,75.9364366059878,76.00900944005129,76.10010954764222,76.20545608169598,76.32089143927664,76.44238126157694,76.5660144339183,76.68800308575082,76.80468259065329,76.91251156633308,77.00807187462635,77.08806862149792,77.14933015704119,77.1888080754783,77.2035772151601,77.19083565856606,77.1479047323043,77.07222900711169,76.96137629785372,76.81303766352457,76.62502740724706,76.39528307627276,76.12186546198187,75.80295859988318,75.43686976961435,75.0220294949415,74.55699154375964,74.04043292809214,73.4711539040915,72.8480779720384,72.17025187634256,71.4368456055422,70.64715239230425,69.80058871342433,68.89669428982673,67.9351320865644,66.91568831281893,65.83827242190073,64.70291711124862,63.50977832243036,62.25913524114228,60.951390297209315,59.587069164585195,58.16682076135222,56.691417249721454,55.16175403603255,53.57884977075389,51.94384634848248,50.25800890794415,48.52272583199308,46.73950874761258,44.90999252591409,43.03593528213833,41.119218375654235,39.16184640995954,37.165947232680665,35.13377193557282,33.06769485451966,30.9702135695336,28.84394890475601,26.69164492845631,24.516168953033464,22.320511535014155,20.107786475054525,17.881230817938725,15.644204852580259,13.400192112020815,11.15279937343098,8.905756658109757,6.662917231485316,4.428257603113893,2.205877526680648,0.0,model C,1.2615577913823839,0.3976052174763707,-0.03975241129224144,alpha,v2.0,0.9382498828676202,0.8559595830336448,7.0,10.0,-73.71559833755211
73,Rockminer Boterson,23.0,27.94455495182657,29.678697957850357,31.512628202057464,33.43659329505467,35.44106557524397,37.51674210882262,39.65454468978314,41.84561983991328,44.08133880879603,46.35329757380966,48.65331684012765,50.97344204071875,53.305943336346985,55.643315615571545,57.978278494746945,60.30377631802294,62.61297815734449,64.89927781245184,67.15629381088047,69.3778694079611,71.55807258681975,73.69119605837757,75.77175726135111,77.79449836225204,79.75438625538736,81.64661256285927,83.46659363456526,85.20997054819804,86.87260910924554,88.450599850991,89.94025803451284,91.33812364868483,92.64096141017588,93.84576076345019,94.94973588076722,95.95032566218168,96.84519373554352,97.63222845649788,98.30954290848526,98.87547490274136,99.32858697829703,99.66766640197854,99.8917251684073,100.0,99.99195234696855,99.86726838732014,99.62585902685717,99.26785989917735,98.79363136567362,98.2037585155341,97.49905116574224,96.68054386107666,95.74949587411135,94.7073912052154,93.55593858255328,92.29707146208457,90.93294802756424,89.46595119054243,87.89868859036454,86.23399259417124,84.47492029689835,82.6247535212771,80.68699881783388,78.66538746489027,76.56387546856325,74.38664356276487,72.13809720920257,69.82286659737898,67.44580664459193,65.01199699593454,62.52674202429527,59.99557083035778,57.42423724260085,54.8187198172985,52.185221838520356,49.530171318130876,46.86022099578995,44.18224833895276,41.50335554286953,38.83086953058595,36.172341952942915,33.53554918857634,30.928492343917885,28.35939725319396,25.836714478426458,23.36911930943249,20.965511763824352,18.63501658700953,16.386983252191182,14.230985960367114,12.176823640330843,10.234519948670854,8.414323269770993,6.726706715810272,5.182368126763176,3.7922300703992726,2.5674398422833105,1.5193694657752905,0.6596156920306996,0.0,model A,0.5907384211604462,-0.34056759244667123,-0.4044143664230834,beta,v1.5,0.26695544360341394,0.2599541963733621,82.0,12.0,2.6727375702882057
74,Pushhauler Boterson,23.0,85.56949519497262,90.58182973497259,94.40239053465287,97.14718521595697,98.92636746945743,99.84436375460871,100.0,99.48662830360804,98.39225363304995,96.79966052583606,94.78653978962274,92.42561520246518,89.78477021307036,86.92717464104965,83.91141137717189,80.79160308361594,77.61753889422383,74.43480111475327,71.2848919231307,68.20536006970404,65.22992757749547,62.38861644245436,59.70787533370996,57.21070629382441,54.9167914390454,52.842619659559006,51.001613319742724,49.40425495841808,48.05821398910338,46.968473400266966,46.13745645557945,45.56515339416711,45.24924813086429,45.185244956466455,45.36659523798288,45.78482411888975,46.4296572193826,47.289147336629256,48.34980114502304,49.59670589643516,51.01365612046731,52.583280324705605,54.28716769497206,56.10599479557822,58.019652269577726,60.0073715390193,62.04785150519938,64.11938524891512,66.19998673071706,68.26751749116234,70.29981335106672,72.27481111175783,74.17067525532892,75.96592464489007,77.63955922482228,79.1711867210286,80.54114934119045,81.7306504750161,82.72188139449666,83.4981479541563,84.04399729130917,84.34534452630741,84.38959946279735,84.16579328797003,83.66470527281672,82.87898947237949,81.80330142600428,80.43442485759468,78.7713983758642,76.81564217459027,74.5710847328639,72.04428951534574,69.244581672517,66.18417474093602,62.87829734348396,59.345319889623696,55.606881275649954,51.688015584946726,47.61727878823001,43.42687544381068,39.15278539784349,34.83489048457869,30.517101226618287,26.24748353516373,22.07838541027319,18.066563641114364,14.273310506213768,10.764580473711309,7.611116901614477,4.888578738051648,2.6776672215210535,1.0642525811447654,0.13950073692666315,0.0,0.7478877728810605,2.4909772497182376,5.342884116558105,9.423153251583328,14.857385425368019,21.77736400114245,model A,0.5968564750995093,-0.3160271386959471,0.2321803140725598,beta,v1.5,0.34324386005485014,0.32479584793885513,98.0,85.0,100.0
75,Thumpdigger Botson,28.0,91.58748762367111,93.09882662593508,94.43235980304934,95.59776703959298,96.604489945805,97.46173185758427,98.17845783648954,98.76339466973943,99.22503087021236,99.57161667644674,99.81116405264076,99.95144668865254,100.0,99.96412112786103,99.8508689390733,99.66706402613438,99.41928870720173,99.11388702609268,98.75696475228439,98.35438938091396,97.91179013277828,97.43455795433417,96.92784551769829,96.39656722064721,95.84539918661731,95.27877926470492,94.7009070296662,94.1157437819171,93.52701254753359,92.93819807825142,92.35254685146622,91.77306707023354,91.20252866326871,90.64346328494702,90.09816431530358,89.5686868600334,89.05684775049131,88.56422554369207,88.09216052231032,87.64175469468051,87.21387179479697,86.80913728231397,86.42793834254556,86.07042388646573,85.73650455070826,85.42585269756694,85.13790241499528,84.87184951660676,84.62665154167472,84.40102775513228,84.19345914757255,84.00218843524848,83.82522006007281,83.66032018961825,83.50501671711733,83.3565992614625,83.21211916720598,83.06838950456,82.9219850693966,82.76924238324756,82.60625969330478,82.42889697241976,82.2327759191042,82.01327995752928,81.76555423752644,81.4845056345867,81.16480274986104,80.80087591016041,80.38691716795545,79.91688030137684,79.38448081421508,78.78319593592039,78.10626462160316,77.34668755203329,76.49722713364099,75.55040749851591,74.49851450440775,73.33359573472622,72.0474604985407,70.63167983058044,69.07758649123473,67.37627496655249,65.51860146824285,63.49518393367449,61.2964020258761,58.91239713353619,56.3330723710032,53.548092578285534,50.546884321051245,47.31863589062825,43.852297304004665,40.13658030382801,36.15995835840618,31.910666661706617,27.376702133356574,22.545823418643458,17.405550888514224,11.94316663957611,6.145714494095812,0.0,model A,1.009975743630894,0.15446172940032776,-0.05011581482271382,gamma,v2.0,0.6639083418317411,0.5499929704840004,80.0,66.0,35.080102598900666
76,Rockpulverizer Botski Jr.,79.0,100.0,97.23096930828625,94.58155487722836,92.04916743662402,89.63121771627092,87.32511644596677,85.12827435550926,83.03810217469605,81.05201063332487,79.16741046119338,77.38171238809927,75.69232714384026,74.096665458214,72.59213806101823,71.17615568205062,69.84612905110886,68.59946889799062,67.43358595249363,66.34589094441556,65.3337946035541,64.39470765970695,63.52604084267178,62.72520488224631,61.989610508228225,61.3166684504152,60.703789438604936,60.14838420259513,59.64786347218346,59.19963797716764,58.80111844734534,58.44971561251424,58.142840202472065,57.87790294701648,57.6523145759452,57.46348581905589,57.30882740614626,57.185750067014,57.091664531456765,57.023981529272305,56.98011179025828,56.95746604421239,56.95345502093231,56.965489450215735,56.99098006186038,57.02733758566391,57.07197275142401,57.12229628893842,57.17571892800476,57.22965139842079,57.28150442998417,57.328688752492575,57.36861509574373,57.39869418953527,57.41633676366498,57.41895354793044,57.40395527212942,57.36875266605963,57.310756459518664,57.2273773823043,57.1160261642142,56.97411353504602,56.79905022459752,56.588246962666325,56.33911447905018,56.04906350354675,55.71550476595372,55.33584899606884,54.907506923689674,54.42788927861404,53.89440679063957,53.30447018956394,52.655490205184904,51.94487756730013,51.17004300570726,50.32839725020401,49.417351030588094,48.43431507665721,47.376700118209044,46.24191688504122,45.02737610695151,43.73048851373759,42.3486648351971,40.87931580112785,39.319852141327374,37.667684585593456,35.92022386372378,34.07488070551602,32.129065840767915,30.080189999277096,27.92566391084125,25.662898305258103,23.28930391232534,20.802291461840717,18.19927168360177,15.477655307406296,12.634853063051969,9.66827568033654,6.575333889057565,3.3534384190128343,0.0,model C,1.3187311032938502,0.3950210906032512,0.00776122591854822,alpha,v2.0,1.0276773578078056,1.0311808409252952,55.0,73.0,7.711822650631802
77,Pushminer Botski,81.0,75.43881898930968,76.9473514099239,78.40742008758403,79.81909078036597,81.18242924634556,82.49750124359866,83.76437253020116,84.98310886422887,86.15377600375764,87.27643970686337,88.35116573162189,89.37801983610906,90.35706777840075,91.2883753165728,92.17200820870106,93.0080322128614,93.79651308712967,94.53751658958176,95.23110847829346,95.87735451134067,96.47632044679926,97.02807204274505,97.5326750572539,97.9901952484017,98.40069837426428,98.7642501929175,99.08091646243724,99.35076294089932,99.57385538637962,99.75025955695396,99.88004121069825,99.9632661056883,100.0,99.99030865170921,99.93425781889175,99.83191325962352,99.68334073198032,99.48860599403807,99.24777480387259,98.96091291955973,98.62808609917538,98.24936010079536,97.82480068249555,97.35447360235179,96.83844461843995,96.2767794888359,95.66954397161547,95.01680382485449,94.31862480662889,93.57507267501447,92.78621318808712,91.95211210392267,91.072835180597,90.14844817618595,89.17901684876539,88.16460695641113,87.1052842571991,86.0011145092051,84.85216347050502,83.6584968991747,82.42018055329,81.13728019092676,79.80986157016086,78.43799044906815,77.0217325857245,75.56115373820573,74.05631966458773,72.50729612294636,70.91414887135743,69.27694366789684,67.59574627064043,65.87062243766408,64.10163792704363,62.288858496854935,60.43234990517383,58.5321779100762,56.58840826963789,54.60110674193477,52.570339085042676,50.496171057037465,48.378668415995044,46.2178969199912,44.01392232710181,41.766810395402736,39.47662688296987,37.143437547879,34.76730814820602,32.34830444202682,29.886492187417186,27.38193714245304,24.834705065210176,22.244861713764504,19.612472846191835,16.937604220568083,14.220321594969073,11.460690727470622,8.65877737614865,5.814647299078999,2.9283662543375057,0.0,model E,0.9202217245402882,0.026544381873067235,0.14155176557097127,kappa,v2.0,0.7161433878705258,0.4920971211351056,18.0,52.0,-19.84705979422084
78,Firedigger Botchik,82.0,84.90742693149569,86.95150064568668,88.41287137847287,89.35890224260505,89.85309210747329,89.9551671922639,89.72117265911656,89.2035642062813,88.4512996612755,87.50993057404102,86.42169381010115,85.22560314371769,83.95754085104792,82.65034930330174,81.33392255989858,80.03529796162458,78.77874772378944,77.5858705293836,76.47568312223527,75.46471190016733,74.56708450815455,73.79462143148048,73.1569275888945,72.66148392576895,72.31373900725607,72.11720061144507,72.07352732251908,72.18262012391243,72.44271399146733,72.85046948659124,73.40106434941362,74.08828509194319,74.90461859122483,75.84134368249669,76.88862275234708,78.03559333187168,79.2704596898306,80.58058442580513,81.9525800633551,83.37240064317568,84.82543331625459,86.29658993702905,87.77039865654265,89.23109551560295,90.66271603793746,92.04918682335193,93.3744171408867,94.62239052197326,95.77725635359255,96.82342147143102,97.74564175303772,98.52911371098148,99.15956608600874,99.62335144019914,99.90753775012317,100.0,99.88951177485286,99.56583685366812,99.01982080255006,98.24348256787991,97.23010606947199,95.9743317937302,94.47224838680624,92.72148424775565,90.72129912169545,88.47267569296129,85.97841117826333,83.24320891984532,80.27376997863936,77.07888472742373,73.6695244439807,70.05893290425473,66.26271797550496,62.29894320946583,58.18821943550617,53.953796353778735,49.62165412838604,45.22059498053146,40.78233478167871,36.34159464670483,31.936192527068364,27.60713480395307,23.398707881428663,19.358569779615436,15.537841727833424,11.991199757759215,8.776966296587702,5.957201760188902,3.5977961462570747,1.7685606274795176,0.5433191446834222,0.0,0.22072745001889316,1.2919132989421462,3.3043484917440717,6.353294707333529,10.538575951699745,15.964670151076756,22.740800745104277,30.98102827997085,model C,0.6477416471710609,-0.27576830695152865,-0.22396770979554187,zeta,v1.5,0.34762812880035965,0.2840807878019802,7.0,78.0,-13.226581258463852
79,Rockwalker Botski Jr.,39.0,100.0,98.43591380841275,96.95986136096693,95.56946962908178,94.26236558417654,93.03617619767046,91.88852844098281,90.81704928553279,89.81936570273966,88.89310466402269,88.03589314080108,87.24535810449413,86.51912652652103,85.85482537830104,85.25008163125342,84.70252225679742,84.20977422635225,83.76946451133719,83.37922008317148,83.03666791327431,82.739434973065,82.48514823396278,82.27143466738686,82.09592124475648,81.95623493749092,81.85000271700943,81.77485155473121,81.72840842207553,81.70830029046165,81.7121541313088,81.73759691603618,81.78225561606313,81.84375720280882,81.91972864769251,82.00779692213345,82.1055889975509,82.21073184536407,82.32085243699223,82.4335777438546,82.54653473737046,82.65735038895905,82.76365167003958,82.86306555203133,82.9532190063535,83.03173900442542,83.09625251766624,83.14438651749524,83.17376797533169,83.18202386259479,83.16678115070383,83.125666811078,83.05630781513659,82.95633113429885,82.82336373998398,82.65503260361123,82.4489646965999,82.20278699036916,81.91412645633834,81.5806100659266,81.19986479055322,80.76951760163746,80.28719547059856,79.75052536885573,79.15713426782824,78.50464913893535,77.79069695359627,77.01290468323027,76.1688992992566,75.25630777309446,74.27275707616315,73.21587417988185,72.08328605566989,70.87261967494645,69.58150200913079,68.20756002964218,66.7484207078998,65.20171101532296,63.56505792333089,61.836088403342785,60.012429426777956,58.09170796505562,56.07155098959503,53.94958547181542,51.72343838313601,49.3907366949761,46.9491073787549,44.39617740589162,41.729573747805595,38.946923375916,36.04585326164212,33.02399037640317,29.878961691618372,26.608394178707023,23.209914809088346,19.681150554181546,16.01972838540595,12.223275274180757,8.289418191925217,4.21578411005858,0.0,model C,0.877321258943266,0.002203357374599979,0.1611006315616541,kappa,v2.0,0.5784996868940455,0.4891993992573716,32.0,74.0,7.9231708421982034
80,Fireborer Boterson,62.0,51.402144557204544,62.38801478767664,71.67075414937023,79.38937985309819,85.67655361663542,90.65871115072494,94.45619164508398,97.18336725441013,98.94877258438741,99.85523417769231,100.0,99.47486892599031,98.36632022535399,96.75564304879863,94.71906591405484,92.32788619188244,89.64859959207632,86.74302964947283,83.66845720995568,80.47774991646207,77.21949169498887,73.93811224059867,70.67401650342579,67.46371417468248,64.33994917266516,61.33182912876018,58.46495487345006,55.76154992231995,53.240589962063034,50.917932336487226,48.80644553252106,46.91613866621953,45.254290968770746,43.825581272501566,42.632217496883776,41.674066134540624,40.9487817372521,40.45193640196177,40.17714925678234,40.11621594700278,40.259238121092416,40.59475291670927,41.109862446704966,41.79036328513082,42.62087595324404,43.58497440551429,44.665315515629096,45.84376856250106,47.101544716271846,48.419326524320724,49.77739739726858,51.155771094986605,52.53432121259889,53.89291066649149,55.21152118031747,56.470382771002626,57.65010323475177,58.73179763305585,59.697217778696334,60.528881721753,61.21020323560794,61.725621302954025,62.0607296017995,62.202405991474826,62.13894199863772,61.86017230328121,61.35760422473726,60.624547207684984,59.65624230815392,58.44999167953638,57.00528805858364,55.32394425142274,53.410222619555014,51.27096456586463,48.9157200206245,46.356876927503286,43.60979072957094,40.69291385530523,37.627925204596316,34.4398596347526,31.157237446510504,27.81219387003721,24.44060855093631,21.082235036259743,17.780830260502597,14.584284031623174,11.544748517033385,8.718767729623044,6.167407013748286,3.9563825312530456,2.1561907474615007,0.8422379171922089,0.09496957076343429,0.0,0.6482417442301236,2.1360350763152556,4.5652774886213345,8.043553179051035,12.684262537046303,18.60675162958299,model A,0.561164650002629,-0.2995700801718143,0.11233498632028671,zeta,v1.5,0.3655514698959009,0.4743439725164694,47.0,57.0,15.744687132293365
81,Pushwaller Botberg,66.0,51.65082815725537,62.17717747720483,71.10338852157551,78.56651263917853,84.6969824498957,89.61875340127519,93.44944532512727,96.30048399412003,98.2772426783751,99.47918370206318,100.0,99.92775667424179,99.34503255068118,98.3290617356427,96.95187517247868,95.28044219816475,93.37681209989573,91.29825567168123,89.09740677094132,86.82240387510231,84.51703163819239,82.22086244743745,79.96939797985661,77.79421075885796,75.72308571083444,73.78016172175921,71.98607319378173,70.35809160182309,68.91026705017224,67.65356982908081,66.59603197135995,65.74288880897483,65.09672052964135,64.65759373342127,64.42320298931824,64.38901239187292,64.54839711775969,64.8927849823814,65.41179799646534,66.09339392265888,66.92400783212614,67.88869366114184,68.97126576768879,70.15444048805234,71.419977693417,72.748822346461,74.12124605795378,75.51698864334944,76.91539967938486,78.29558006067244,79.63652355629975,80.91725836642063,82.11698867885508,83.21523622568262,84.19198183983792,85.02780701170761,85.7040354457253,86.20287461696824,86.50755732775046,86.60248326422195,86.47336055296158,86.10734731757435,85.49319323528722,84.62138109354176,83.48426834659584,82.07622867211295,80.39379352776129,78.43579370781144,76.20350089972568,73.70076924075885,70.93417687455423,67.91316750773689,64.6501919665098,61.16084975324936,57.46403060310362,53.58205604058386,49.54082093616568,45.36993506287827,41.10286465290402,36.77707395417721,32.4341667869693,28.120028100499812,23.88496552951478,19.783850950897563,15.876262040255506,12.22662382852027,8.90435025853893,5.983985741676405,3.5453467144035975,1.6736631948967562,0.4597203396380626,0.0,0.3968222788500283,1.758487087144681,4.199415700523197,7.840292315902474,12.808205608079653,19.236790286317408,27.266368650945942,37.04409214996265,model A,0.7595676953516521,0.01597856840307843,-0.23511951107642515,zeta,v1.5,0.4441526202882398,0.32409550677722293,55.0,31.0,-36.41353848161708
82,Rockminer Boterson Jr.,39.0,100.0,95.92401731891772,92.05189819620352,88.39041959653599,84.94526025447959,81.72103407639192,78.72132354233062,75.94871310796061,73.40482260646118,71.09034065043303,69.00505803380547,67.14790113374343,65.51696531255469,64.10954831959681,62.922183693184465,61.9506741624963,61.190125049482255,60.63497767077055,60.279042739574805,60.11553376760121,60.137100466955495,60.335862152050225,60.703441141511746,61.2309961600874,61.909255740552524,62.728551625617676,63.67885216983564,64.74979574150862,65.93072412459524,67.21071592061779,68.57861995056915,70.0230886568201,71.53261150502632,73.09554838603549,74.70016301779434,76.33465634725593,77.98719995228664,79.64596944357318,81.29917786653,82.93510910320602,84.54215127419205,86.10883014052773,87.62384250560861,89.0760896170934,90.45471056881098,91.74911570266751,92.94902001055358,94.04447653625124,95.0259097773412,95.88414908710986,96.61046207645644,97.19658801580015,97.63477123698718,97.91779453519796,98.03901257085406,97.99238527152532,97.77251123383746,97.37466112537817,96.79481108660539,96.02967613275354,95.07674355574102,93.9343063260771,92.60149649476931,91.07831859523048,89.36568304518548,87.46543954857874,85.38041049748136,83.11442437399775,80.67234915217352,78.06012569990175,75.28480118083056,72.35456245627032,69.2787694871004,66.06798873567647,62.734026567737544,59.289962654313285,55.750183373630854,52.13041521302216,48.44775817083076,44.720719158319284,40.9692454015766,37.21475784342407,33.48018454532409,29.789994089285692,26.170228979772865,22.648539045610747,19.254214841893802,16.018221051891672,12.973229888956489,10.153654498431619,7.595682359556174,5.337308687374857,3.418369834642157,1.8805766937323312,0.7675480985438755,0.12484422640963734,0.0,0.44255848923429963,1.5041043131840963,3.23829704198325,model E,0.6125553759534993,-0.2289576504514503,0.16823765250149647,zeta,v1.5,0.35237011067702284,0.5204572033193677,53.0,5.0,-13.12132809060671
83,Thumpborer Botchik II,23.0,100.0,96.51156265466582,93.17608044162104,89.99243836337244,86.95943595173847,84.07578726784932,81.34012090214682,78.75097997438458,76.30682213362785,74.00601955825364,71.8468589559506,69.82754156371914,67.94618314787132,66.20081400403095,64.5893789571335,63.10973736142618,61.759663100467876,60.53684458712918,59.438884763592405,58.46330110135154,57.607525601212295,56.86890479329206,56.24469973701998,55.73208602113683,55.328153763695134,55.02990761205909,54.83426674290466,54.73806486221944,54.73805020530275,54.83088553676561,55.01314815053075,55.281329869832604,55.6318370472173,56.06099056454268,56.56502583297826,57.140092793005294,57.782255914416716,58.48749419631718,59.25170116712303,60.070684884562276,60.94016793567473,61.855787436811816,62.81309503363669,63.807556901124165,64.83455374356086,65.88938079454502,66.96724781698657,68.06327910310725,69.1725134744404,70.28990428183104,71.41031940543601,72.52854125472375,73.63926676847444,74.73710741477998,75.81658919104393,76.87215262398155,77.89815276961988,78.88885921329761,79.83845606966506,80.74104198268441,81.5906301256294,82.38114820108554,83.10643844095006,83.76025760643182,84.33627698805144,84.82808240564125,85.22917420834521,85.53296727461908,85.73279101223031,85.82188935825789,85.79342077909276,85.64045827043738,85.35598935730593,84.93291609402445,84.36405506423051,83.64213738087344,82.75980868621427,81.70962915182575,80.48407347859231,79.07553089671003,77.47630516568692,75.67861457434232,73.6745919408076,71.45628461252569,69.01565446625122,66.34457790805054,63.43484587330176,60.278163826694545,56.866151762230444,53.19034420322254,49.24219020229581,45.01305334138669,40.49421173174345,35.6768580139263,30.552099357806657,25.110957462567928,19.344368556705337,13.2431833980255,6.798167273646912,0.0,model A,1.1270265586132324,0.322352087743747,0.23679018208402247,alpha,v2.0,0.8858459724038203,0.9167285590083233,70.0,58.0,17.94206115832354
84,Rockwaller Botson,96.0,46.10925813312623,55.645665455833715,64.08536738529108,71.484875747456,77.8994979404845,83.38333693473102,87.98929127274843,91.76905506928796,94.77311801129926,97.05076535793047,98.65007794052798,99.61793216263673,100.0,99.84074900055946,99.18344228445523,98.07013854402578,96.54169204380801,94.6377526205373,92.39676568314732,89.85597221277024,87.05140876273657,84.01790745857518,80.78909599801356,77.39739765097733,73.8740312595907,70.24901123817625,66.5511475732549,62.80804582354607,59.046107119967516,55.29052816563542,51.56530123586437,47.89321417816743,44.295850412255874,40.79358893003962,37.405604295626794,34.14986664532415,31.04314168763657,28.100990703267552,25.33777054511896,22.76663363829095,20.39952798008226,18.24719713998992,16.319180259709366,14.623812053134536,13.168222806357571,11.95833837766917,10.998880197558703,10.293365268713114,9.844106166018987,9.652211036559926,9.717583599619216,10.03892314667752,10.613724541414816,11.438278219708419,12.507670189635203,13.815782031469798,15.355290897685084,17.117669512952872,19.09318617414301,21.27090475032413,23.638684682762566,26.183180984923425,28.88984424247067,31.74292061326624,34.725451827370584,37.819275187042095,41.005023566738366,44.262125413114966,47.56880474502559,50.90208115352299,54.237769801857624,57.55048142547948,60.81362233203507,63.99939440137102,67.07879508553211,70.02161740876099,72.796449967499,75.37067693038522,77.71047803825843,79.78082860415446,81.54549951330863,82.96705722315436,84.00686376332274,84.62507673564438,84.78064931414796,84.43133024505966,83.53366384680541,82.04299001000899,79.9134441974919,77.0979574442752,73.54825635757727,69.21486311681679,64.04709547360817,57.99306675176552,50.99968584730209,43.01265722842892,33.97648093555535,23.834452581288406,12.52866335043516,0.0,model C,1.0865709549507858,0.2055882668522998,0.14690401032156553,gamma,v2.0,0.7748907505236222,0.7826661495194221,51.0,84.0,27.979798124067855
