id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,Axial Piston Model,InfoCore Size,Arakyd Vocabulator Model,Nanochip Model,AutoTerrain Tread Count,Repulsorlift Motor HP,Astrogation Buffer Length,Polarity Sinks,Cranial Uplink Bandwidth,Sonoreceptors,Productivity
68,Pullvator Botchik I,74.0,64.45357895160075,62.03646403158341,59.58304005906923,57.100516025278125,54.59604209350516,52.07670279230746,49.54951020869102,47.02139718129759,44.499210493591484,41.989704067046446,39.499532154332506,37.03524253250281,34.60326969618049,32.20992805074548,29.8614051055214,27.56375466696238,25.32289003183992,23.144577180429728,21.03442796969858,18.997893326491162,17.040256440716902,15.166625958536855,13.38192917555053,11.690905229982715,10.098098295870358,8.60785077624943,7.224296496341714,5.9513538967417166,4.79271922660345,3.7518597368273605,2.832006873247091,2.0361494698164098,1.3670269417959746,0.8271224789402754,0.41865623868440893,0.14357853933094192,0.0035630532367756855,0.0,0.13398933964671683,0.40633396581789427,0.8175328989562106,1.3677744794929385,2.0569295610347478,2.8845447035506115,3.8498353665585174,4.951679102312494,6.188608748989393,7.558805623875655,9.060092716554259,10.68992788209151,12.445397034224,14.323207338545254,16.319680405692743,18.43074548453469,20.651932655356905,22.978366023049638,25.404756910294456,27.925397050750938,30.534151782243846,33.22445323994959,35.989293549583415,38.82121802058592,41.712318339310286,44.65422576220878,47.63810430901966,50.654643955954384,53.69405382888394,56.74605539652604,59.79987566363171,62.84424036417261,65.86736715452717,68.8569588066681,71.800196401349,74.68373252129078,77.4936844443694,80.21562733680199,82.83458744633379,85.33503529542544,87.70087887443945,89.91545683482681,91.9615316823146,93.82128297009214,95.47630049199803,96.90757747570723,98.09550377591775,99.0198590675372,99.65980603887029,99.99388358480505,100.0,99.655426172071,98.93678877477798,97.82006346121187,96.28056805698134,94.29295575339981,91.83120830067207,88.86862920108166,85.37783690217671,81.33075798995813,76.69862038206516,71.45194652096303,model A,-0.5018227968699994,kappa,v1.0,1.8047783335044651,1.787532770311667,-0.038166870447424395,0.04660639208450054,46.0,98.0,-17.777587956794115
69,Stonehauler Botski II,74.0,100.0,92.54593522078112,85.51549566850703,78.89136801529393,72.65652627643634,66.79426234489257,61.28821480196891,56.12239600420234,51.28121744644191,46.74951340112879,42.51256283377495,38.55610959464048,34.86638088660948,31.43010400926468,28.23452137916066,25.267403826295702,22.517062166782274,19.97235705171614,17.622707092244237,15.458095260830873,13.469073568722969,11.646766019613684,9.982869839504644,8.46965498276701,7.099961914400993,5.867197668494137,4.7653301828781505,3.788880909984401,2.9329157038980984,2.193033983611025,1.5653561724729974,1.0465094138418802,0.6336115629322893,0.3242534548629049,0.11647944890250661,0.008766248914443346,0.0,0.08945166134018336,0.27675065523636816,0.5618567923492042,0.945030473136612,1.4268011654902353,2.0079341585702752,2.6893955928395217,3.4723157662952726,4.357950716900648,5.3476420812140875,6.4427752292176415,7.644735675343785,8.954863765700976,10.374407641497694,11.904474478665565,13.54598000368054,15.299596285582663,17.165697804195847,19.144305794543875,21.235030867467277,23.437013906437652,25.74886524057106,28.168602093839496,30.69358431048229,33.320448356614335,36.04503959803434,38.86234285423138,41.766411228589725,44.75029321479282,47.8059580794252,50.92421952077415,54.094657603828644,57.30553897147813,60.54373533190909,63.79464022220088,67.04208404811985,70.26824740011146,73.45357264549328,76.57667379684358,79.61424465659064,82.54096523780036,85.32940646116171,87.94993312817195,90.3706051705196,92.55707717566625,94.47249618862729,96.07739778995101,97.32960044989686,98.18409815881104,98.5929513337025,98.50517600101597,97.86663125560479,96.61990499590193,94.70419793528929,92.05520588966647,88.60500034121685,84.28190727837442,79.01038431198712,72.71089606767902,65.29978785441408,56.68915760925374,46.78672611831669,35.495705513937295,model C,-0.09792464085862951,kappa,v1.0,1.8738208136218484,1.9134572183331091,0.048704254525116286,-0.014485733752693714,29.0,35.0,85.50126907386311
70,Stonewalker Botson,53.0,100.0,89.2503772963643,79.27554208783928,70.04670730101645,61.53520334708136,53.71251974673875,46.55034531209888,40.02060688552581,34.09550663544722,28.74755790912599,23.94961964239335,19.674929326343708,15.897134530991227,12.590322985887967,9.72905121770371,7.288371744767525,5.243858828570884,3.5716327822325797,2.2483828359250944,1.2513885592629421,0.558539840652274,0.14835542360265833,0.0,0.09329986034137293,0.40875710093171747,0.9275623880417952,1.631606279027949,2.5034891004140065,3.526529382933772,4.684770853536311,5.962987984352342,7.346690098622323,8.822124033586045,10.376275360334567,11.996868160622967,13.672363360645276,15.391955621770808,17.14556878824244,18.923849891836465,20.71816171348368,22.520573901852885,24.323852648895528,26.121448922351952,27.90748525522015,29.67674109218442,31.424636693008033,33.14721559288505,34.84112561975678,36.503598468586446,38.13242783259805,39.725946091476764,41.282999556528885,42.802922272806406,44.28550837819077,45.73098301943986,47.139971825195474,48.51346893595364,49.85280359099598,51.159605272282526,52.43576740530623,53.68340961691005,54.90483855006435,56.10250723560737,57.2789730209457,58.43685405571794,59.57878433441939,60.707367295988135,61.82512798035348,62.9344637419453,64.03759352016574,65.13650566682207,66.23290433052111,67.32815439802629,68.4232249925755,69.51863152915982,70.61437632676638,71.70988777758043,72.80395807314996,73.89467948751238,74.97937921728351,76.05455277870479,77.1157959616572,78.15773534063291,79.17395734266928,80.15693587224769,81.09795849314945,81.9870511672754,82.81290155042831,83.56278084505516,84.22246420995297,84.77614972693377,85.20637592445183,85.49393785819599,85.61780174863937,85.55501817555206,85.28063382947589,84.76760182016169,83.98669054196715,82.90639109621426,81.49282327051397,model E,-0.25008529506939203,beta,v1.0,1.4830885638051705,1.5322236438024552,-0.2708719317940239,0.28954593138168117,39.0,70.0,36.92193187331992
71,Extrawaller Botski,74.0,100.0,90.5804296579372,81.7410566780805,73.46371125342695,65.7304786970201,58.523699441950086,51.825969041353545,45.62013816841374,39.88931261636041,34.61685329846991,29.78637624806509,25.381752618515417,21.38710868323684,17.786825835691896,14.56554058938967,11.708144577885808,9.199784554782479,7.025862393728448,5.172035088418999,3.6242147525959383,2.3685686200476948,1.391519044609204,0.6797435001619535,0.22017458063402093,0.0,0.006662592281013124,0.22786031154476022,0.6515462319055431,1.2659285475241189,2.0594705726078835,3.020890741410748,4.139162608233142,5.403514847422083,6.8034312533711425,8.328650740520455,9.96916734335664,11.715230216412987,13.557343634269253,15.486266991551679,17.493014802933217,19.56885670313329,21.705317446917842,23.8941769090994,26.127470084537087,28.397487088136458,30.696773154849843,33.01812863967582,35.35460901765974,37.69952488389346,40.04644195351539,42.38918106171042,44.7218181637099,47.038684334792194,49.33436577028169,51.60370378554965,53.84179481601369,56.04399041713785,58.20589726443344,60.323377153457415,62.39254699981379,64.40977883915303,66.3716998271722,68.27519223961484,70.11739347227092,71.89569604097731,73.60774758161716,75.25145085012008,76.82496372246257,78.32669919466755,79.75532538280416,81.10976552298848,82.3891979713835,83.5930562041977,84.7210288176868,85.77305952815314,86.74934717194557,87.65034570545912,88.4767642051357,89.22956686746363,89.90997300897799,90.51945706626006,91.05974859593839,91.53283227468701,91.94094789922733,92.28659038632694,92.57250977280025,92.80171121550771,92.97745499135682,93.10325649730193,93.18288625034296,93.22036988752711,93.21998816594783,93.18627696274552,93.12402727510633,93.03828522026406,92.93435203549824,92.81778407813476,92.69439282554683,92.57024487515434,92.45166194442271,model E,-0.5093388633202569,beta,windows 2000,1.413651559635716,1.4321233225016732,-0.42342357075505854,0.4366120506867964,9.0,23.0,84.47040407111058
72,Stoneborer Botberg II,78.0,83.26227980468872,80.69112248708313,77.55598054339107,73.95028211709396,69.96177196906402,65.67264741020044,61.15969423406554,56.494422649521034,51.74320321336414,46.96740276296379,42.22352034889688,37.56332316758436,33.03398249392748,28.678209613944006,24.53439175740434,20.63672803046775,17.015365348318575,13.696534367802386,10.702685420062203,8.052624443174587,5.761648914786029,3.8416837847489074,2.301417407757844,1.146437475985844,0.37936695172048607,0.0,0.005437921249701799,0.3902250839180189,1.1464848571126156,2.2640555432367186,3.7306263106252713,5.531873126181132,7.651594688011186,10.071848358062581,12.773086094759018,15.734290385636768,18.933110179980932,22.345996821461704,25.948339980770506,29.714603588256004,33.61846176656065,37.632934763256706,41.73052488348212,45.88335242257745,50.06329159872101,54.24210648556662,58.39158694487765,62.483684559165155,66.49064856432318,70.385161782265,74.14047655355913,77.73055067006676,81.13018330757534,84.31515095843788,87.26234336420666,89.94989944827098,92.35734324849243,94.46571984984152,96.25773131703443,97.71787262716686,98.83256760235352,99.59030484236187,99.98177365725005,100.0,99.64048239915854,98.90132789146907,97.783387954511,96.29039443933156,94.42909550308816,92.20939154167968,89.64447112238499,86.75094691649647,83.54899163196133,80.06247394601182,76.31909443780626,72.35052152106199,68.19252737669275,63.88512388544483,59.47269856053418,55.00415048028186,50.533026220749164,46.11765578837417,41.82128855261103,37.71222917855982,33.863973559611225,30.355344750073844,27.270628897818423,24.699711176904497,22.738211720229184,21.487621552153765,21.05543852114005,21.55530323238894,23.107134980483192,25.837267682010502,29.878585808211355,35.370660317603445,42.45988458863288,51.299610352296284,62.05028362478756,74.87958064012392,model E,-0.5096068443813295,gamma,v1.0,1.6027571641306142,1.5964035396313037,-0.2928600398198099,0.2685275187174306,94.0,73.0,-54.78919984602868
73,Pushhauler Botski I,53.0,100.0,90.96906739855,82.4767519235541,74.50619809316615,67.04078975225165,60.064150072387854,53.56014155186376,47.512866015680025,41.90666461554909,36.72611782989505,31.956045463853766,27.581506649272807,23.587799844711448,19.960462835440694,16.68527273344328,13.748245977413632,11.135638332757887,8.833944891593942,6.829900072751414,5.110477621771578,3.6628906109075063,2.4745914391239,1.5332718320973076,0.8268628422158228,0.34353484857940597,0.07169755699968478,0.0,0.11733053681540569,0.4128168533926844,0.8758259623903475,1.495964203178604,2.263077241839391,3.167250071166361,4.198807010664907,5.348311706552106,6.606567131756797,7.964615585919497,9.413738695392501,10.945457413239646,12.551532019236713,14.223962119871139,15.95498664834199,17.737083864560127,19.56297135514817,21.425606033440328,23.318184139482494,25.23414124003267,27.167152228560056,29.111131325245935,31.060232076983112,33.0088473573761,34.95160936674138,36.88338963210694,38.799299007212475,40.69468767250952,42.56514513516126,44.406500229042436,46.2148211147398,47.98641527955173,49.71782953748842,51.405850029271264,53.04750222233404,54.64005091082191,56.18100021559178,57.668093584212386,59.09931379096391,60.472882936838786,61.787262449540336,63.04115308348442,64.23349491979855,65.36346736632093,66.43048915760315,67.43421835490679,68.37455234620656,69.25162784618779,70.06582089624852,70.81774686449805,71.50826044575686,72.13845566155797,72.7096658601459,73.22346371647683,73.68166123221836,74.08630973575045,74.43969988216396,74.74436165326216,75.00306435755996,75.2188166302836,75.39486643337142,75.53470105547292,75.64204711195043,75.72087054487645,75.77537662303664,75.81000994192802,75.82945442375822,75.83863331744807,75.84270919862934,75.84708396964578,75.85739885955259,75.87953442411674,75.91961054581787,model E,-0.3891846333419797,alpha,windows 2000,1.3145289986354638,1.3396247288899574,-0.4288639958152599,0.3849802938037419,23.0,15.0,82.96293177142823
74,Stonehauler Botski,52.0,0.0,1.5683365695827944,2.9518379029643746,4.160830623373536,5.205434586671419,6.095562881351521,6.840921828539656,7.451010981994003,7.935123128105078,8.302344285895732,8.561553707021178,8.721423875768954,8.790420509058949,8.776802556443394,8.688622200106865,8.533724854866279,8.319749168170887,8.054127020102307,7.7440835233744805,7.396637023333696,7.018599097958587,6.616574557860138,6.19696144628165,5.7659510390987965,5.3295278448195935,4.893469604584373,4.46334729216584,4.0445251139690175,3.6421605090313025,3.261204149022397,2.9063999382443773,2.5822850136316493,2.293189744750967,2.043237733801416,1.8363458156144405,1.6762240576538276,1.5663757600156802,1.5100974554284945,1.5104789092530642,1.570403119482546,1.6925463167424295,1.879377964290551,2.133160758017126,2.4559506264446282,2.849596730727975,3.31574146465437,3.8558204546433528,4.471062559746844,5.162489871649028,5.930917714666563,6.77695464574833,7.7010024544756135,8.70325616306204,9.78370402635361,10.942127531828515,12.178101399597434,13.49099358240347,14.879965265621742,16.343970867260136,17.881758037958555,19.49186766098942,21.172633852257388,22.92218396029943,24.738438566285073,26.619111484015967,28.561709759926256,30.563533673082304,32.621676735182945,34.733025690559195,36.89426051617447,39.10185442162473,41.352073849137916,43.640978473574634,45.964421202427665,48.31804817582224,50.69729876651577,53.09740557989804,55.5133944539914,57.94008445945039,60.37208789956181,62.80381031024497,65.22945046005134,67.64300035016485,70.03824521440171,72.40876351921047,74.74792696367233,77.0489004795005,79.30464223104048,81.50790361527025,83.65122926180013,85.72695703287275,87.72721802336311,89.64393656077868,91.46883020525904,93.19340974957633,94.80897921913478,96.30663587197098,97.6772701987544,98.91156592278615,100.0,model E,-0.5098712400555563,alpha,windows 2000,1.1917828424373555,1.2280525880299338,-0.2719024422830284,0.26242682685749974,33.0,27.0,100.0
75,Extraborer Boterson II,81.0,38.69244314809395,35.838008154802,33.106699185812595,30.496900752836325,28.006997367583818,25.63537354176566,23.380413787092465,21.24050261527482,19.214024538023335,17.299364067048607,15.494905714061241,13.79903399077184,12.210133408890995,10.726588480129324,9.346783716197416,8.069103628805882,6.891932729665319,5.813655530486321,4.832656542979505,3.9473202788554618,3.156031249824788,2.457173967598097,1.8491329438859894,1.3302926903990606,0.8990377188479176,0.5537525409431551,0.2928216683953804,0.11462961291519458,0.01756088621319866,0.0,0.06033146598618051,0.19693979588236665,0.40820950139914675,0.6925250942471155,1.0482710861368993,1.4738319887790607,1.9675923138842393,2.5279365731630237,3.1532492783260078,3.841914941083812,4.5923180731470055,5.402843186226221,6.271874792032054,7.197797402275079,8.178995528665947,9.213853682915211,10.300756376733492,11.438088121831408,12.624233429919524,13.85757681270848,15.136502781908836,16.459395849231253,17.824640526386283,19.23062132508453,20.67572275703663,22.15832933395316,23.6768255675447,25.229595969521867,26.815025051595313,28.43149732547558,30.077397302873276,31.75110949549903,33.45101841506343,35.17550857327706,36.922964481850535,38.69177065249447,40.480311596919435,42.28697182683609,44.11013585395499,45.94818818998671,47.79951334664188,49.66249583563116,51.53552016866507,53.41697085745422,55.30523241370927,57.198689349140786,59.095726175459326,60.99472740437556,62.894077547600055,64.79216111684345,66.68736262381626,68.5780665802292,70.46265749779278,72.33951988821762,74.20703826321437,76.06359713449359,77.9075810137659,79.73737441274189,81.55136184313217,83.34792781664731,85.12545684499797,86.88233343989472,88.61694211304813,90.32766737616885,92.01289374096751,93.67100571915458,95.30038782244075,96.89942456253668,98.46650045115292,100.0,model A,-0.555973615803091,gamma,v1.0,1.7476827380095243,1.7387840013192237,-0.2405125504333404,0.2901478422187233,31.0,25.0,100.0
76,Waterwaller Botski,69.0,44.02779675175085,49.558595475081404,53.64735457921712,56.44256915716559,58.08509671716705,58.70832430266093,58.4383356122523,57.394078119678525,55.687530193775615,53.423868218444895,50.70163371261943,47.61290045023065,44.24344158017479,40.672896746279406,36.97493920726998,33.21744295673636,29.462649843099374,25.767336689577213,22.18298241415213,18.755935149536775,15.527579363140914,12.534502977037803,9.808664487930804,7.377560087119798,5.264390780467801,3.4882295083675374,2.0641882657078514,1.0035852218402521,0.31411184054551394,0.0,0.06218911274241746,0.49849324564037445,1.303768239856638,2.470078830815756,3.986865768170712,5.841112935769419,8.017514471621192,10.498641887862908,13.265111190726456,16.29575000050441,19.567764671516574,23.056907412077337,26.73764340446118,30.583317924869842,34.56632346339848,38.65826684400247,42.83013634446378,47.05246881635784,51.295516805019545,55.52941566950942,59.72435070258175,63.8507242506489,67.87932283375096,71.78148426551766,75.52926477313953,79.09560611733183,82.45450271230196,85.58116874571475,88.45220529866117,91.0457674656229,93.34173147444002,95.3218618062764,96.96997831558762,98.27212335008679,99.21672887071102,99.79478357158693,100.0,99.82898167635797,99.28139021416021,98.36011243996015,97.07142751333747,95.42517404685992,93.43491722605043,91.1181159293586,88.49628984811798,85.59518660652344,82.44494888158546,79.08028152311202,75.54061867365684,71.8702908885072,68.11869225562528,64.34044751564096,60.595579181793454,56.9496746599235,53.47405336841252,50.24593385817501,47.348600932601855,44.871572767549374,42.910768031286395,41.56867300447286,40.954508700117955,41.184397983556906,42.381532692408015,44.67634075654424,48.2066533180556,53.11787185122344,59.56313528247714,67.70348711036623,77.70804252553033,89.75415553065619,model A,-0.14173181315891425,kappa,v1.0,1.7948860626745056,1.8014239439749162,0.06999999999999995,-0.07263472708066282,81.0,42.0,29.269308345268087
77,Extrahauler Botchik,95.0,100.0,95.20090306248777,90.3502075051428,85.46880671763607,80.57709491191666,75.69492650562837,70.84157748494468,66.03570874682165,61.29533142066934,56.637774169441315,52.07965247014235,47.636839873754475,43.324441244581166,39.15676797900976,35.147315203692095,31.308740953143527,27.652847326759876,24.19056362525289,20.931931466503777,17.886091880835007,15.06127438570039,12.464788039793206,10.103014476572875,7.981402917209469,6.104467162946793,4.475784566883497,3.0979969851724265,1.9728137076383787,1.1010163678137657,0.4824658323928594,0.1161110701039435,0.0,0.13129231916734432,0.5062743098526297,1.1203756260080724,1.9681880592549414,3.0434862842651844,4.339250583561254,5.847691551734369,7.560276779080725,9.467759514656176,11.560209308748997,13.827044634770838,16.25706749056616,18.83849997913959,21.55902286880163,24.405816132732568,27.36560146796493,30.424686793783412,33.56901272954394,36.78420105191005,40.05560513150857,43.368362349002446,46.70744849058229,50.05773412287658,53.40404294727903,56.731212133695294,60.02415463370717,63.26792347315542,66.44777802414045,69.54925225644158,72.55822496835437,75.46099199694638,78.2443404077305,80.89562466375756,83.40284477412621,85.75472642191136,87.94080307151128,89.95150005541224,91.77822064037176,93.41343407301967,94.85076560487892,96.08508849680165,97.11261800282662,97.9310073334532,98.53944559833376,98.93875772838406,99.13150637731302,99.12209580256982,98.9168777257085,98.52425917217303,97.95481229049744,97.22138615092751,96.33922052345842,95.3260616352914,94.20227990770866,92.99098967236628,91.71817086700604,90.41279271058323,89.10693935781656,87.83593753315307,86.63848614415136,85.55678787428617,84.63668275516795,83.9277837181791,83.48361412553726,83.36174728076345,83.62394791858137,84.3363156742265,85.56943053217414,model C,-0.3587025381695309,beta,windows 2000,1.3557127843023786,1.3598931348184526,-0.29919816344919603,0.2907125555640886,30.0,27.0,100.0
78,Excawaller Botski I,43.0,12.048185159987778,17.27428068634588,21.556440094309757,24.966585342008184,27.575343891978754,29.451919276916932,30.663967894753647,31.27748203306154,31.35667912278983,30.963897221327723,30.159496724896524,29.001768310270243,27.546847105824927,25.848633091916522,23.958717730587324,21.926316824601113,19.798209605806854,17.61868405283106,15.42948843809859,13.26978910418224,11.176134469480921,9.182425263226362,7.31989098981841,5.6170726224890934,4.0998115262950625,2.7912446104389073,1.711805709918721,0.8792331965067846,0.30858381905631826,0.01225277313717442,0.0,0.27898271486900883,0.8537941645638549,1.7265086144487942,2.896732564712191,4.361662195973148,6.116147044217896,8.15275990506383,10.46187296735263,13.031740176072018,15.848585824606348,18.896699376314814,22.158536515439636,25.61482642734173,29.244685308065492,33.02573610323263,36.93423447626296,40.945201005926144,45.03255961322016,49.169282217579195,53.327539622410434,57.47885862995793,61.59428538549735,65.64455495085734,69.60026710727149,73.43206838755559,77.11084033761807,80.60789400729487,83.89517067051584,86.94544877479726,89.73255712006564,92.23159426680809,94.41915417355092,96.27355806367098,97.77509252152889,98.90625381793708,99.65199846495263,100.0,99.94091199932365,99.46863732076503,98.58060357587497,97.2780448313483,95.56628953978861,93.45505469980527,90.95874624543576,88.09676566489519,84.89382284865971,81.38025516687098,77.59235277607662,73.5726901552983,69.37046387142017,65.04183657391694,60.65028721890376,56.26696752251759,51.971064643625056,47.85017009586235,44.00065488899798,40.52805089962874,37.5474384712074,35.18384024338808,33.57262121070872,32.85989501060853,33.20293644075076,34.770600205703175,37.74374589292429,42.31566917808991,48.69253925975149,57.093842523304104,67.75283243430574,80.9169856611128,model C,-0.8198941928191948,zeta,windows 2000,1.096842608804712,1.0547805125864644,-0.6631612166802153,0.6539808950391974,48.0,59.0,60.7542411442802
79,Excalift Botsky,81.0,59.23552997258618,54.230881338423565,49.34095856152377,44.591282237767984,40.005128743236924,35.60359210085311,31.405645847023155,27.428204898279958,23.686187417925034,20.192576682670747,16.958482949282605,13.993205321221462,11.304293615285841,8.897610228254166,6.777392003527084,4.946312097769628,3.4055418475535464,2.154812635999579,1.1924777594196654,0.5155742939592752,0.11988496223965062,0.0,0.1493790227398749,0.5604128923613498,1.224485583811346,2.132036051723851,3.2726200970621644,4.63497223376126,6.2070675553699415,7.9761836016931795,9.9289622254343,12.051471458837359,14.329267380329261,16.747455981162183,19.29075503205574,21.943555949839283,24.689985664094014,27.51396848379562,30.39928796395615,33.32964877226642,36.2887385557383,39.26028980734709,42.22814173267354,45.176302116546275,48.08900918968396,50.950793495337685,53.746539755933156,56.46154873971299,59.08159912737886,61.593009378734024,63.98269959932533,66.23825340708555,68.3479797989757,70.30097501762718,72.08718441798439,73.69746433394634,75.1236439450097,76.35858714291047,77.39625439826644,78.23176462721959,78.86145705807796,79.2829530979585,79.49521819942892,79.49862372714973,79.29500882451715,78.88774228030512,78.28178439530707,77.48374884897945,76.50196456608208,75.34653758332183,74.02941291599521,72.56443642462916,70.9674166816239,69.25618683789678,67.4506664895216,65.5729235443736,63.64723608876957,61.700154254112014,59.76056208353033,57.85973939852247,56.031423665599156,54.31187186292337,52.73992234695665,51.35705671909716,50.20746169232355,49.33809095783802,48.79872705170841,48.64204322150948,48.923665292965175,49.70223353659195,51.03946453434174,53.000213046240596,55.65253387703451,59.067743742831155,63.32048313774086,68.48877820051975,74.65410258120994,81.90143930778684,90.31934265279658,100.0,model A,-0.6799372541775404,alpha,windows 2000,1.235231842105741,1.2526594066705203,-0.4850681262973205,0.46851800439527375,82.0,75.0,-43.62781478941722
80,Firewalker Botchik,53.0,84.02652177813839,76.98713136382008,70.30634309886159,63.97740772574447,57.9935759869504,52.34809862496094,47.03422638225775,42.045210001322424,37.374300224636606,33.014747794681895,28.95980345393991,25.202717944892278,21.7367420100206,18.555126391806517,15.65112183273163,13.017979075277575,10.648948861925954,8.53728193515839,6.67622903745651,5.059040911301927,3.6789682991762387,2.529261943561111,1.6031725869381168,0.8939509717888816,0.3948478405950578,0.09911393583821755,0.0,0.09075677556204424,0.3646350050059359,0.8148854308133139,1.4347587954657774,2.2175058414449658,3.1563773112325033,4.244623947309938,5.475496492159026,6.842245688261251,8.338122278098274,9.95637700415176,11.690260608903245,13.53302383483442,15.477917424426888,17.51819212016221,19.647098664522076,21.857887799988085,24.143810269041843,26.49811681416502,28.91405817783909,31.384885102545855,33.9038483307668,36.464198604983636,39.059186667677885,41.68206326133122,44.326079128425285,46.98448501144163,49.65053165286196,52.317469795167824,54.978550180840934,57.62702355236268,60.256140652214974,62.859152222879246,65.42930900683717,67.95986174657041,70.44406118456045,72.87515806328904,75.2464031252377,77.55104711288811,79.78234076872197,81.93353483522068,83.99788005486614,85.96862717013968,87.83902692352311,89.60233005749791,91.25178731454585,92.78064943714848,94.18216716778745,95.44959124894432,96.57617242310069,97.55516143273823,98.3798090203385,99.04336592838322,99.53908289935393,99.8602106757324,100.0,99.95170161463851,99.70856626212942,99.26384468495453,98.61078762559536,97.74264582653362,96.65267003025076,95.33411097922838,93.78021941594825,91.98424608289196,89.93944172254112,87.63905707737744,85.07634288988231,82.24454990253743,79.13692885782456,75.7467304982251,72.06720556622082,68.09160480429335,model E,-0.5871354311626551,zeta,windows 2000,1.084162058020124,1.103516445089864,-0.45908312343225854,0.4298533101258102,13.0,14.0,92.94516558917974
81,Extrapulverizer Botsky II,95.0,100.0,88.47832875098327,77.84423968915209,68.06138218127468,59.09407278324189,50.90729524006726,43.466700485886996,36.73860664395994,30.689999026667664,25.288530135514375,20.502519661126968,16.30095448325499,12.65348867077067,9.530443481668906,6.9028073630672315,4.742235951205917,3.0210520714478863,1.7122457382786949,0.7894741553065996,0.2270617152625013,0.0,0.08394778049541739,0.4552310168475876,1.0908428582781982,1.9684436431314383,3.0663608988742954,4.363589342096401,5.839790878510077,7.475294602950154,9.251096799374364,11.148860940862951,13.150917689618888,15.240264896967892,17.400567603358176,19.61615803836076,21.872035620669266,24.153866958100025,26.447985847592044,28.741393275207045,31.021757416129205,33.277413634665606,35.497364484246,37.67127970742267,39.78949623587054,41.84301819038742,43.823516880893685,45.7233308064322,47.53546565516885,49.25359430439178,50.87205682051229,52.38586045906407,53.79067966470312,55.08285607120897,56.25939850148316,57.31798296754999,58.25695267055653,59.07531800077264,59.77275653759065,60.349613049525665,60.80689949421528,61.14629501842016,61.37014595802328,61.481465838030225,61.48393537256961,61.38190246489275,61.18038220737289,60.88505688150675,60.50227595791365,60.03905609633505,59.50308114563539,58.902702143802124,58.24693731794467,57.5454720842957,56.80865904820999,56.047518004166164,55.27373593576392,54.499667015726615,53.73833260590012,53.00342125725324,52.3092887098763,51.670957892983814,51.10411892491241,50.62512911312075,50.251012954190664,49.99946213382672,49.88883552685681,49.93815919723011,50.16712639801858,50.596097571418994,51.246100348747916,52.138829550446175,53.29664718607672,54.7425824543266,56.50033174300327,58.594258629037576,61.0493938784842,63.8914354465204,67.14674847744385,70.84236530467729,75.00598545076518,model C,-0.4827262094041181,zeta,windows 2000,1.1459132806070422,1.1317316810273088,-0.3572724699009916,0.35172634745139003,93.0,67.0,-29.12948094718189
82,Firehauler Boterson,43.0,67.15103517325099,60.970098687916476,55.13339773353053,49.63411069217079,44.46541594591482,39.62049187684029,35.09251686702477,30.874669298545886,26.960127553481282,23.342070013908526,20.013675061905268,16.96812107954909,14.198586448917627,11.698249552088495,9.4602887711393,7.477882488147652,5.744209085191169,4.252446944347462,2.9957744476941572,1.9673699773088484,1.1604119152691699,0.5680786436527316,0.18354854453713557,0.0,0.010611392118951372,0.20856110297158328,0.5870275146355304,1.1391890091883698,1.8582239687077526,2.7373107752712893,3.7696278109565893,4.948353457841255,6.266666098002919,7.717744113519162,9.294765886467642,10.990909798925909,12.799354232971682,14.713277570682456,16.72585819413594,18.830274485409703,21.01970482658139,23.287327599728506,25.626321186928795,28.02986397025984,30.49113433179922,33.00331065362455,35.55957131781349,38.153094706443625,40.777059201592564,43.4246431853379,46.08902503975729,48.76338314692833,51.440895888928694,54.114741647835864,56.77809880572757,59.42414574468137,62.04606084677483,64.6370224940857,67.1902090686914,69.69879895266978,72.15597052809835,74.55490217705464,76.8887722816164,79.15075922386116,81.33404138586646,83.43179714971005,85.4372048974695,87.34344301122246,89.14368987304648,90.83112386501926,92.3989233692182,93.8402667677212,95.14833244260572,96.31629877594945,97.33734414982978,98.20464694632463,98.91138554751146,99.45073833546793,99.81588369227148,100.0,99.99626564073094,99.79785899654186,99.39795844951061,98.78974238171463,97.96638917523154,96.92107721213885,95.64698487451446,94.1372905444358,92.38517260398046,90.38380943522601,88.12637942025022,85.6060609411307,82.81603237994496,79.74947211877056,76.39955853968536,72.7594700247667,68.8223849560923,64.58148171573986,60.02993868578697,55.1609342483112,model A,-0.613300796410037,beta,v1.0,1.5471935446379952,1.577837992824315,-0.34367741763505355,0.3569214501543951,35.0,80.0,48.298081419749394
